"subject","sbj_gender","trial","value_left","value_right","RV","response","rt","last_fixation","gaze_right","Celebrity_Manipulation","Gaze_Manipulation"
1164,"Male",1,1,2,1,1,1002,"Right Item",0.594885598923284,"Non Celebrity","Gaze at Product"
1164,"Male",2,3,1,-2,0,1036,"Left Item",0.493506493506494,"Non Celebrity","Gaze at Product"
1164,"Male",3,4,4,0,0,668,"Right Item",0.508403361344538,"Snack","Snack"
1164,"Male",4,4,3,-1,0,559,"Right Item",0.256267409470752,"Snack","Snack"
1164,"Male",5,4,3,-1,0,709,"Right Item",0.482369534555712,"Non Celebrity","Gaze at Viewer"
1164,"Male",6,4,4,0,0,1044,"Left Item",0.5,"Snack","Snack"
1164,"Male",7,4,2,-2,0,877,"Left Item",0.457100591715976,"Celebrity","Gaze at Viewer"
1164,"Male",9,1,3,2,1,675,"Right Item",0.374732334047109,"Non Celebrity","Gaze at Viewer"
1164,"Male",10,1,2,1,1,600,"Right Item",0.51150895140665,"Celebrity","Gaze at Viewer"
1164,"Male",13,4,2,-2,0,825,"Right Item",0.662884927066451,"Non Celebrity","Gaze at Product"
1164,"Male",14,1,2,1,1,551,"Right Item",0.323943661971831,"Non Celebrity","Gaze at Product"
1164,"Male",15,3,2,-1,0,893,"Right Item",0.722943722943723,"Celebrity","Gaze at Viewer"
1164,"Male",16,4,3,-1,0,1225,"Left Item",0.491771539206196,"Snack","Snack"
1164,"Male",17,3,3,0,0,809,"Right Item",0.662884927066451,"Non Celebrity","Gaze at Viewer"
1164,"Male",18,4,2,-2,0,635,"Right Item",0.274647887323944,"Non Celebrity","Gaze at Product"
1164,"Male",20,4,3,-1,0,1327,"Left Item",0.353917050691244,"Non Celebrity","Gaze at Viewer"
1164,"Male",21,3,2,-1,0,693,"Right Item",0.638506876227898,"Snack","Snack"
1164,"Male",26,3,2,-1,0,876,"Right Item",0.468892261001517,"Celebrity","Gaze at Viewer"
1164,"Male",30,2,1,-1,0,1194,"Left Item",0.722943722943723,"Celebrity","Gaze at Product"
1164,"Male",31,3,2,-1,0,869,"Right Item",0.722943722943723,"Non Celebrity","Gaze at Product"
1164,"Male",33,3,2,-1,0,842,"Right Item",0.714953271028037,"Non Celebrity","Gaze at Viewer"
1164,"Male",34,4,2,-2,0,693,"Right Item",0.519138755980861,"Celebrity","Gaze at Viewer"
1164,"Male",35,3,3,0,1,2142,"Right Item",0.715461493239271,"Non Celebrity","Gaze at Viewer"
1164,"Male",37,4,1,-3,0,1042,"Right Item",0.602601156069364,"Non Celebrity","Gaze at Product"
1164,"Male",38,1,2,1,1,3453,"Right Item",0.606088847468158,"Snack","Snack"
1164,"Male",39,4,2,-2,0,835,"Right Item",0.586261980830671,"Non Celebrity","Gaze at Viewer"
1164,"Male",40,3,1,-2,0,675,"Right Item",0.631578947368421,"Celebrity","Gaze at Product"
1164,"Male",42,3,3,0,0,1409,"Left Item",0.203252032520325,"Non Celebrity","Gaze at Viewer"
1164,"Male",43,3,1,-2,0,851,"Right Item",0.617777777777778,"Celebrity","Gaze at Product"
1164,"Male",44,4,3,-1,0,677,"Right Item",0.481152993348115,"Non Celebrity","Gaze at Viewer"
1164,"Male",45,1,3,2,1,650,"Left Item",0.452488687782805,"Non Celebrity","Gaze at Viewer"
1164,"Male",47,2,2,0,0,1360,"Left Item",0.4449378330373,"Snack","Snack"
1164,"Male",49,3,2,-1,0,1092,"Right Item",0.615,"Non Celebrity","Gaze at Viewer"
1164,"Male",53,2,2,0,0,1674,"Left Item",0.422786547700755,"Snack","Snack"
1164,"Male",55,4,2,-2,0,675,"Left Item",0.395,"Snack","Snack"
1164,"Male",56,2,2,0,0,1444,"Right Item",0.377200335289187,"Snack","Snack"
1164,"Male",58,2,3,1,1,726,"Right Item",0.535123966942149,"Non Celebrity","Gaze at Viewer"
1164,"Male",61,3,2,-1,0,626,"Right Item",0.469437652811736,"Non Celebrity","Gaze at Product"
1164,"Male",62,3,1,-2,0,885,"Left Item",0.5,"Non Celebrity","Gaze at Product"
1164,"Male",63,3,4,1,0,693,"Right Item",0.56686626746507,"Snack","Snack"
1164,"Male",65,3,2,-1,0,618,"Right Item",0.305623471882641,"Snack","Snack"
1164,"Male",72,1,1,0,1,918,"Left Item",0.129283489096573,"Celebrity","Gaze at Product"
1164,"Male",73,4,1,-3,0,851,"Right Item",0.714953271028037,"Non Celebrity","Gaze at Product"
1164,"Male",74,4,1,-3,0,650,"Right Item",0.46,"Celebrity","Gaze at Product"
1164,"Male",75,2,2,0,1,977,"Right Item",0.473257698541329,"Celebrity","Gaze at Viewer"
1164,"Male",78,2,2,0,0,1118,"Left Item",0.544967880085653,"Non Celebrity","Gaze at Product"
1164,"Male",79,4,2,-2,0,841,"Right Item",0.636505460218409,"Celebrity","Gaze at Viewer"
1164,"Male",85,4,2,-2,0,675,"Right Item",0.446428571428571,"Non Celebrity","Gaze at Product"
1164,"Male",86,4,1,-3,0,684,"Right Item",0.588235294117647,"Celebrity","Gaze at Product"
1164,"Male",88,4,2,-2,0,692,"Right Item",0.552795031055901,"Non Celebrity","Gaze at Viewer"
1164,"Male",92,2,2,0,1,1043,"Left Item",0.350765306122449,"Non Celebrity","Gaze at Product"
1164,"Male",96,3,3,0,1,868,"Right Item",0.74347158218126,"Non Celebrity","Gaze at Viewer"
1164,"Male",97,3,2,-1,0,768,"Right Item",0.670840787119857,"Non Celebrity","Gaze at Viewer"
1164,"Male",98,3,1,-2,0,627,"Right Item",0.521197007481297,"Celebrity","Gaze at Product"
1164,"Male",99,1,2,1,1,717,"Right Item",0.551652892561983,"Celebrity","Gaze at Viewer"
1164,"Male",101,3,2,-1,0,643,"Right Item",0.478802992518703,"Snack","Snack"
20630,"Female",1,4,4,0,1,884,"Right Item",0.600638977635783,"Celebrity","Gaze at Viewer"
20630,"Female",2,2,1,-1,0,1526,"Left Item",0.36993769470405,"Snack","Snack"
20630,"Female",4,2,2,0,1,1526,"Left Item",0.466826538768985,"Celebrity","Gaze at Viewer"
20630,"Female",6,3,2,-1,0,1752,"Right Item",0.510540184453228,"Snack","Snack"
20630,"Female",10,4,2,-2,0,1202,"Left Item",0.339930151338766,"Non Celebrity","Gaze at Viewer"
20630,"Female",11,2,2,0,1,1568,"Right Item",0.67948717948718,"Non Celebrity","Gaze at Product"
20630,"Female",12,4,4,0,0,1310,"Left Item",0.351869606903164,"Non Celebrity","Gaze at Viewer"
20630,"Female",13,4,4,0,1,1736,"Right Item",0.482782369146006,"Celebrity","Gaze at Viewer"
20630,"Female",17,1,2,1,1,984,"Left Item",0.846390168970814,"Celebrity","Gaze at Viewer"
20630,"Female",18,2,3,1,1,1769,"Right Item",0.709407216494845,"Snack","Snack"
20630,"Female",20,2,2,0,0,1118,"Left Item",0.367032967032967,"Celebrity","Gaze at Viewer"
20630,"Female",25,1,2,1,1,1502,"Right Item",0.520383693045564,"Non Celebrity","Gaze at Viewer"
20630,"Female",27,3,3,0,0,3844,"Right Item",0.605772091639393,"Non Celebrity","Gaze at Product"
20630,"Female",30,2,4,2,1,1091,"Left Item",0.582750582750583,"Celebrity","Gaze at Product"
20630,"Female",31,1,2,1,1,1125,"Right Item",0.876571428571429,"Non Celebrity","Gaze at Product"
20630,"Female",32,4,2,-2,0,1442,"Left Item",0.432340425531915,"Non Celebrity","Gaze at Viewer"
20630,"Female",34,2,4,2,1,2052,"Left Item",0.580810965162764,"Celebrity","Gaze at Product"
20630,"Female",36,1,4,3,1,667,"Left Item",0.783529411764706,"Celebrity","Gaze at Viewer"
20630,"Female",37,3,4,1,0,1410,"Left Item",0.250258531540848,"Celebrity","Gaze at Viewer"
20630,"Female",38,4,2,-2,0,1426,"Left Item",0.401322001888574,"Non Celebrity","Gaze at Product"
20630,"Female",40,4,4,0,0,1701,"Left Item",0.318821165438714,"Celebrity","Gaze at Viewer"
20630,"Female",41,4,4,0,0,1418,"Left Item",0.375,"Celebrity","Gaze at Product"
20630,"Female",42,2,2,0,0,1435,"Left Item",0.345147679324895,"Snack","Snack"
20630,"Female",43,2,2,0,1,1442,"Right Item",0.350471293916024,"Celebrity","Gaze at Viewer"
20630,"Female",44,4,4,0,1,2061,"Right Item",0.451946472019465,"Celebrity","Gaze at Product"
20630,"Female",49,1,3,2,1,776,"Left Item",0.740812379110251,"Snack","Snack"
20630,"Female",50,2,2,0,0,1293,"Left Item",0.78125,"Snack","Snack"
20630,"Female",51,2,2,0,1,1060,"Left Item",0.727864583333333,"Non Celebrity","Gaze at Viewer"
20630,"Female",53,4,2,-2,0,1443,"Left Item",0.510785159620362,"Non Celebrity","Gaze at Product"
20630,"Female",54,4,1,-3,0,1334,"Left Item",0.645583424209378,"Snack","Snack"
20630,"Female",55,4,2,-2,0,1244,"Right Item",0.718811881188119,"Celebrity","Gaze at Viewer"
20630,"Female",56,4,2,-2,0,1351,"Left Item",0.580586080586081,"Snack","Snack"
20630,"Female",57,1,3,2,1,1167,"Right Item",0.761146496815287,"Non Celebrity","Gaze at Product"
20630,"Female",59,1,3,2,1,2369,"Left Item",0.787193066923447,"Non Celebrity","Gaze at Product"
20630,"Female",61,4,2,-2,0,942,"Right Item",0.566473988439306,"Celebrity","Gaze at Viewer"
20630,"Female",62,1,1,0,1,2117,"Right Item",0.656716417910448,"Snack","Snack"
20630,"Female",63,1,2,1,1,1285,"Right Item",0.666666666666667,"Snack","Snack"
20630,"Female",64,4,3,-1,0,1651,"Left Item",0.361994219653179,"Snack","Snack"
20630,"Female",65,4,2,-2,0,926,"Left Item",0.727414330218069,"Celebrity","Gaze at Viewer"
20630,"Female",67,3,2,-1,0,1559,"Left Item",0.32133676092545,"Non Celebrity","Gaze at Viewer"
20630,"Female",68,2,2,0,0,1344,"Left Item",0.338613861386139,"Non Celebrity","Gaze at Product"
20630,"Female",69,4,2,-2,0,992,"Right Item",0.663072776280323,"Snack","Snack"
20630,"Female",70,4,2,-2,0,1175,"Left Item",0.526766595289079,"Non Celebrity","Gaze at Viewer"
20630,"Female",71,1,2,1,1,1009,"Right Item",0.697877652933833,"Celebrity","Gaze at Viewer"
20630,"Female",73,3,2,-1,0,1611,"Right Item",0.783783783783784,"Non Celebrity","Gaze at Product"
20630,"Female",75,4,2,-2,0,875,"Right Item",0.24,"Non Celebrity","Gaze at Viewer"
20630,"Female",76,1,4,3,1,1693,"Right Item",0.847560975609756,"Non Celebrity","Gaze at Viewer"
20630,"Female",79,4,2,-2,0,875,"Right Item",0.6672,"Snack","Snack"
20630,"Female",80,4,2,-2,0,1393,"Right Item",0.60332541567696,"Snack","Snack"
20630,"Female",81,3,2,-1,0,1493,"Right Item",0.643196955280685,"Celebrity","Gaze at Viewer"
20630,"Female",82,3,4,1,0,3093,"Right Item",0.752587017873942,"Celebrity","Gaze at Viewer"
20630,"Female",84,3,2,-1,0,1444,"Left Item",0.549367088607595,"Non Celebrity","Gaze at Product"
20630,"Female",85,1,4,3,1,2144,"Left Item",0.783865141481035,"Non Celebrity","Gaze at Viewer"
20630,"Female",86,2,4,2,1,1534,"Left Item",0.5,"Non Celebrity","Gaze at Viewer"
20630,"Female",87,1,2,1,0,1835,"Left Item",0.507846829880728,"Non Celebrity","Gaze at Viewer"
20630,"Female",88,4,2,-2,0,4704,"Left Item",0.109750462107209,"Non Celebrity","Gaze at Product"
20630,"Female",89,3,4,1,0,1759,"Left Item",0.37758346581876,"Non Celebrity","Gaze at Viewer"
20630,"Female",90,3,2,-1,0,976,"Left Item",0.411451398135819,"Non Celebrity","Gaze at Viewer"
20630,"Female",94,2,1,-1,0,1311,"Left Item",0.325905292479109,"Celebrity","Gaze at Product"
20630,"Female",95,4,3,-1,0,3009,"Left Item",0.195388823759281,"Non Celebrity","Gaze at Product"
20630,"Female",98,1,3,2,1,892,"Right Item",0.756923076923077,"Snack","Snack"
20630,"Female",99,1,2,1,1,1276,"Right Item",0.809712586719524,"Non Celebrity","Gaze at Product"
20630,"Female",101,2,2,0,0,2093,"Left Item",0.370792616720955,"Snack","Snack"
20630,"Female",102,4,2,-2,0,1152,"Right Item",0.662933930571109,"Non Celebrity","Gaze at Product"
20630,"Female",103,4,2,-2,0,1358,"Right Item",0.384473197781885,"Celebrity","Gaze at Viewer"
20630,"Female",104,1,4,3,1,994,"Right Item",0.714473684210526,"Celebrity","Gaze at Product"
20630,"Female",105,1,2,1,1,1593,"Right Item",0.723227752639517,"Snack","Snack"
31622,"Male",2,4,2,-2,0,675,"Left Item",0.522193211488251,"Celebrity","Gaze at Viewer"
31622,"Male",8,1,3,2,0,559,"Left Item",0.432915921288014,"Non Celebrity","Gaze at Viewer"
31622,"Male",11,3,2,-1,0,584,"Left Item",0.457191780821918,"Celebrity","Gaze at Product"
31622,"Male",14,3,1,-2,1,834,"Right Item",0.468892261001517,"Non Celebrity","Gaze at Viewer"
31622,"Male",19,1,2,1,1,1043,"Left Item",0.643366619115549,"Celebrity","Gaze at Product"
31622,"Male",20,2,3,1,1,776,"Right Item",0.572039942938659,"Non Celebrity","Gaze at Product"
31622,"Male",21,3,3,0,0,760,"Left Item",0.530841121495327,"Non Celebrity","Gaze at Product"
31622,"Male",25,2,3,1,1,826,"Right Item",0.581847649918963,"Celebrity","Gaze at Product"
31622,"Male",27,2,2,0,0,825,"Left Item",0.37221269296741,"Celebrity","Gaze at Viewer"
31622,"Male",28,1,2,1,0,1602,"Right Item",0.699576868829337,"Celebrity","Gaze at Viewer"
31622,"Male",29,2,1,-1,1,1394,"Left Item",0.567544604927782,"Non Celebrity","Gaze at Viewer"
31622,"Male",30,4,2,-2,0,768,"Left Item",0.50828729281768,"Celebrity","Gaze at Viewer"
31622,"Male",31,1,2,1,0,786,"Left Item",0.348353552859619,"Celebrity","Gaze at Product"
31622,"Male",33,1,3,2,1,826,"Right Item",0.642089093701997,"Non Celebrity","Gaze at Product"
31622,"Male",35,3,2,-1,0,926,"Right Item",0.770562770562771,"Celebrity","Gaze at Viewer"
31622,"Male",36,2,1,-1,0,1060,"Left Item",0.565104166666667,"Non Celebrity","Gaze at Viewer"
31622,"Male",38,2,2,0,0,917,"Left Item",0.493769470404984,"Celebrity","Gaze at Viewer"
31622,"Male",53,3,2,-1,0,843,"Left Item",0.342271293375394,"Celebrity","Gaze at Product"
31622,"Male",54,2,2,0,1,892,"Right Item",0.571428571428571,"Celebrity","Gaze at Viewer"
31622,"Male",56,2,4,2,1,527,"Left Item",0.776595744680851,"Celebrity","Gaze at Viewer"
31622,"Male",61,2,3,1,1,761,"Left Item",0.492156862745098,"Non Celebrity","Gaze at Viewer"
31622,"Male",62,1,4,3,1,576,"Left Item",0.723333333333333,"Snack","Snack"
31622,"Male",67,2,4,2,1,826,"Left Item",0.632042253521127,"Celebrity","Gaze at Viewer"
31622,"Male",68,3,4,1,1,526,"Left Item",0.507604562737643,"Snack","Snack"
31622,"Male",69,3,4,1,1,551,"Left Item",0.651041666666667,"Snack","Snack"
31622,"Male",72,1,2,1,1,1144,"Right Item",0.48030303030303,"Snack","Snack"
31622,"Male",77,1,4,3,1,792,"Right Item",0.601973684210526,"Snack","Snack"
31622,"Male",78,1,2,1,1,2079,"Right Item",0.763101604278075,"Celebrity","Gaze at Viewer"
31622,"Male",79,1,4,3,1,526,"Left Item",0.603305785123967,"Celebrity","Gaze at Viewer"
31622,"Male",90,3,1,-2,0,901,"Right Item",0.548986486486487,"Non Celebrity","Gaze at Viewer"
31622,"Male",91,2,3,1,1,718,"Left Item",0.401197604790419,"Non Celebrity","Gaze at Viewer"
31622,"Male",93,4,4,0,0,1401,"Left Item",0.261621621621622,"Snack","Snack"
31622,"Male",95,2,1,-1,0,1135,"Right Item",0.642011834319527,"Non Celebrity","Gaze at Viewer"
31622,"Male",96,2,2,0,0,858,"Right Item",0.672043010752688,"Celebrity","Gaze at Product"
31622,"Male",97,3,3,0,1,826,"Right Item",0.516528925619835,"Non Celebrity","Gaze at Viewer"
31622,"Male",99,1,1,0,0,968,"Left Item",0.410138248847926,"Non Celebrity","Gaze at Viewer"
31622,"Male",100,1,1,0,0,894,"Left Item",0.363919129082426,"Celebrity","Gaze at Product"
31622,"Male",101,1,1,0,0,1118,"Right Item",0.736425339366516,"Non Celebrity","Gaze at Viewer"
31622,"Male",104,2,3,1,1,692,"Left Item",0.936224489795918,"Non Celebrity","Gaze at Product"
31622,"Male",105,1,2,1,0,927,"Left Item",0.387724550898204,"Celebrity","Gaze at Viewer"
37448,"Male",17,1,1,0,1,1051,"Right Item",0.6128,"Snack","Snack"
37448,"Male",21,1,2,1,1,851,"Right Item",0.636363636363636,"Non Celebrity","Gaze at Product"
37448,"Male",25,2,1,-1,0,1775,"Right Item",0.744072524407252,"Snack","Snack"
37448,"Male",26,3,1,-2,0,1351,"Right Item",0.701738334858188,"Snack","Snack"
37448,"Male",31,4,2,-2,0,1151,"Left Item",0.477832512315271,"Non Celebrity","Gaze at Product"
37448,"Male",39,1,2,1,1,1227,"Right Item",0.582514734774067,"Non Celebrity","Gaze at Product"
37448,"Male",57,3,2,-1,0,1519,"Left Item",0.42412746585736,"Celebrity","Gaze at Viewer"
37448,"Male",58,3,2,-1,0,1761,"Left Item",0.772249474421864,"Non Celebrity","Gaze at Product"
37448,"Male",60,4,4,0,1,1685,"Left Item",0.666274970622797,"Snack","Snack"
37448,"Male",64,3,2,-1,0,1368,"Left Item",0.418367346938776,"Celebrity","Gaze at Viewer"
37448,"Male",66,2,2,0,0,1443,"Left Item",0.471746575342466,"Non Celebrity","Gaze at Product"
37448,"Male",72,3,1,-2,0,1158,"Right Item",0.582066869300912,"Snack","Snack"
37448,"Male",75,2,3,1,1,1735,"Right Item",0.773359840954274,"Non Celebrity","Gaze at Viewer"
37448,"Male",84,3,2,-1,0,1485,"Left Item",0.5,"Non Celebrity","Gaze at Product"
37448,"Male",88,4,1,-3,0,734,"Right Item",0.295275590551181,"Snack","Snack"
37448,"Male",94,2,1,-1,1,1851,"Left Item",0.231647634584013,"Snack","Snack"
37448,"Male",96,3,3,0,0,774,"Right Item",0.508571428571429,"Non Celebrity","Gaze at Viewer"
37448,"Male",102,2,2,0,0,1617,"Left Item",0.48771676300578,"Non Celebrity","Gaze at Product"
37448,"Male",103,2,1,-1,0,1217,"Left Item",0.577333333333333,"Snack","Snack"
37448,"Male",104,3,3,0,0,2185,"Left Item",0.663157894736842,"Non Celebrity","Gaze at Viewer"
38156,"Female",1,4,4,0,1,776,"Right Item",0.333938294010889,"Celebrity","Gaze at Product"
38156,"Female",2,4,1,-3,0,733,"Right Item",0.422138836772983,"Celebrity","Gaze at Viewer"
38156,"Female",5,4,1,-3,0,741,"Right Item",0.480369515011547,"Snack","Snack"
38156,"Female",6,4,2,-2,0,1194,"Left Item",0.279731993299833,"Non Celebrity","Gaze at Viewer"
38156,"Female",8,4,4,0,1,876,"Right Item",0.654377880184332,"Non Celebrity","Gaze at Product"
38156,"Female",9,2,1,-1,0,1350,"Left Item",0.346153846153846,"Snack","Snack"
38156,"Female",11,2,1,-1,0,701,"Right Item",0.333808844507846,"Snack","Snack"
38156,"Female",12,4,4,0,1,684,"Right Item",0.31237721021611,"Celebrity","Gaze at Product"
38156,"Female",13,2,2,0,0,1025,"Right Item",0.5,"Non Celebrity","Gaze at Viewer"
38156,"Female",15,2,4,2,1,951,"Right Item",0.666191155492154,"Celebrity","Gaze at Product"
38156,"Female",17,2,1,-1,0,1167,"Right Item",0.67358708189158,"Celebrity","Gaze at Viewer"
38156,"Female",18,2,4,2,1,676,"Right Item",0.383136094674556,"Celebrity","Gaze at Product"
38156,"Female",20,2,2,0,1,976,"Right Item",0.39344262295082,"Non Celebrity","Gaze at Viewer"
38156,"Female",21,2,1,-1,0,684,"Right Item",0.435729847494553,"Celebrity","Gaze at Viewer"
38156,"Female",22,2,1,-1,0,827,"Right Item",0.389351081530782,"Snack","Snack"
38156,"Female",23,4,2,-2,0,784,"Right Item",0.297752808988764,"Non Celebrity","Gaze at Viewer"
38156,"Female",24,2,4,2,1,943,"Right Item",0.523076923076923,"Snack","Snack"
38156,"Female",25,4,2,-2,0,1210,"Left Item",0.31139489194499,"Non Celebrity","Gaze at Viewer"
38156,"Female",28,2,2,0,1,676,"Right Item",0.5,"Celebrity","Gaze at Product"
38156,"Female",29,4,2,-2,0,1093,"Right Item",0.395755305867665,"Non Celebrity","Gaze at Viewer"
38156,"Female",32,2,1,-1,0,759,"Left Item",0.451764705882353,"Snack","Snack"
38156,"Female",38,2,1,-1,0,842,"Right Item",0.287410926365796,"Celebrity","Gaze at Viewer"
38156,"Female",40,2,3,1,1,600,"Right Item",0.334285714285714,"Snack","Snack"
38156,"Female",41,2,4,2,1,542,"Right Item",0.324675324675325,"Celebrity","Gaze at Product"
38156,"Female",43,2,2,0,1,609,"Right Item",0.170918367346939,"Non Celebrity","Gaze at Viewer"
38156,"Female",44,3,4,1,0,869,"Right Item",0.563237774030354,"Non Celebrity","Gaze at Product"
38156,"Female",45,4,2,-2,0,558,"Right Item",0.333333333333333,"Non Celebrity","Gaze at Viewer"
38156,"Female",46,4,1,-3,0,626,"Right Item",0.266773162939297,"Celebrity","Gaze at Viewer"
38156,"Female",48,2,4,2,1,742,"Right Item",0.359838274932615,"Snack","Snack"
38156,"Female",49,2,4,2,1,643,"Right Item",0.325242718446602,"Celebrity","Gaze at Product"
38156,"Female",53,4,2,-2,0,651,"Right Item",0.152450090744102,"Non Celebrity","Gaze at Viewer"
38156,"Female",54,2,1,-1,0,934,"Right Item",0.697718631178707,"Snack","Snack"
38156,"Female",55,2,2,0,0,860,"Right Item",0.291181364392679,"Non Celebrity","Gaze at Viewer"
38156,"Female",56,4,3,-1,0,775,"Right Item",0.266666666666667,"Snack","Snack"
38156,"Female",57,4,1,-3,0,2594,"Right Item",0.299358974358974,"Celebrity","Gaze at Viewer"
38156,"Female",58,2,2,0,0,1394,"Left Item",0.325771324863884,"Non Celebrity","Gaze at Viewer"
38156,"Female",59,2,4,2,1,2102,"Right Item",0.626482213438735,"Non Celebrity","Gaze at Product"
38156,"Female",61,2,1,-1,0,768,"Right Item",0.565104166666667,"Celebrity","Gaze at Viewer"
38156,"Female",62,2,4,2,1,858,"Right Item",0.407925407925408,"Celebrity","Gaze at Product"
38156,"Female",64,4,4,0,0,575,"Right Item",0.375,"Non Celebrity","Gaze at Product"
38156,"Female",65,4,4,0,0,1126,"Left Item",0.363232682060391,"Celebrity","Gaze at Product"
38156,"Female",66,2,2,0,1,742,"Right Item",0.370619946091644,"Non Celebrity","Gaze at Viewer"
38156,"Female",67,2,4,2,1,927,"Right Item",0.614718614718615,"Celebrity","Gaze at Product"
38156,"Female",68,2,2,0,1,984,"Left Item",0.431910569105691,"Non Celebrity","Gaze at Viewer"
38156,"Female",69,4,4,0,0,901,"Right Item",0.379578246392897,"Celebrity","Gaze at Viewer"
38156,"Female",70,2,1,-1,0,909,"Left Item",0.461538461538462,"Snack","Snack"
38156,"Female",71,4,1,-3,0,734,"Left Item",0.397820163487738,"Snack","Snack"
38156,"Female",74,4,1,-3,0,925,"Right Item",0.471698113207547,"Snack","Snack"
38156,"Female",77,4,2,-2,0,1068,"Left Item",0.365508365508366,"Non Celebrity","Gaze at Viewer"
38156,"Female",79,4,3,-1,1,1143,"Right Item",0.61031175059952,"Snack","Snack"
38156,"Female",80,4,4,0,0,1219,"Right Item",0.465181058495822,"Celebrity","Gaze at Viewer"
38156,"Female",83,3,2,-1,0,758,"Right Item",0.578947368421053,"Non Celebrity","Gaze at Viewer"
38156,"Female",85,2,4,2,1,1126,"Right Item",0.636165577342048,"Celebrity","Gaze at Viewer"
38156,"Female",86,3,2,-1,0,1084,"Right Item",0.509592326139089,"Non Celebrity","Gaze at Viewer"
38156,"Female",87,1,1,0,1,691,"Right Item",0.510204081632653,"Celebrity","Gaze at Viewer"
38156,"Female",88,2,1,-1,0,909,"Right Item",0.7072,"Celebrity","Gaze at Viewer"
38156,"Female",90,2,2,0,0,1168,"Left Item",0.376237623762376,"Non Celebrity","Gaze at Viewer"
38156,"Female",91,4,4,0,0,692,"Right Item",0.484472049689441,"Celebrity","Gaze at Viewer"
38156,"Female",96,4,1,-3,0,884,"Right Item",0.176661264181524,"Celebrity","Gaze at Viewer"
38156,"Female",98,4,1,-3,0,751,"Right Item",0.133155792276964,"Snack","Snack"
38156,"Female",99,2,4,2,1,826,"Right Item",0.585956416464891,"Non Celebrity","Gaze at Product"
38156,"Female",101,2,4,2,1,1026,"Right Item",0.487329434697856,"Celebrity","Gaze at Product"
38156,"Female",105,2,3,1,1,827,"Right Item",0.549747048903879,"Snack","Snack"
38967,"Female",1,2,1,-1,0,2701,"Left Item",0.363489499192246,"Snack","Snack"
38967,"Female",2,2,4,2,1,1893,"Right Item",0.649817295980512,"Non Celebrity","Gaze at Viewer"
38967,"Female",3,3,1,-2,0,3862,"Left Item",0.324895688456189,"Celebrity","Gaze at Product"
38967,"Female",6,1,3,2,1,1477,"Right Item",0.263406940063092,"Non Celebrity","Gaze at Product"
38967,"Female",7,1,4,3,1,1776,"Right Item",0.404707668944571,"Non Celebrity","Gaze at Product"
38967,"Female",9,1,4,3,1,2294,"Right Item",0.395986294664709,"Non Celebrity","Gaze at Product"
38967,"Female",10,2,4,2,1,1693,"Right Item",0.222518321119254,"Non Celebrity","Gaze at Viewer"
38967,"Female",13,1,4,3,1,1318,"Right Item",0.738929889298893,"Snack","Snack"
38967,"Female",15,2,2,0,1,1936,"Left Item",0.370760233918129,"Celebrity","Gaze at Viewer"
38967,"Female",16,3,2,-1,0,3161,"Right Item",0.451068228807719,"Celebrity","Gaze at Viewer"
38967,"Female",17,4,4,0,0,3396,"Left Item",0.429791271347249,"Non Celebrity","Gaze at Viewer"
38967,"Female",18,1,2,1,1,1694,"Right Item",0.570521861777151,"Celebrity","Gaze at Product"
38967,"Female",21,1,2,1,1,3087,"Right Item",0.423764458464774,"Celebrity","Gaze at Viewer"
38967,"Female",22,2,4,2,1,1852,"Right Item",0.42274412855377,"Non Celebrity","Gaze at Product"
38967,"Female",23,4,2,-2,0,1303,"Left Item",0.340761374187558,"Celebrity","Gaze at Viewer"
38967,"Female",24,3,2,-1,0,2087,"Right Item",0.502578796561605,"Celebrity","Gaze at Viewer"
38967,"Female",25,1,2,1,1,3436,"Left Item",0.514077823473584,"Celebrity","Gaze at Viewer"
38967,"Female",27,4,4,0,1,3928,"Right Item",0.20179494152842,"Non Celebrity","Gaze at Product"
38967,"Female",28,3,2,-1,0,1918,"Right Item",0.404312668463612,"Celebrity","Gaze at Product"
38967,"Female",29,1,1,0,1,2934,"Right Item",0.87921568627451,"Snack","Snack"
38967,"Female",30,3,1,-2,0,1142,"Right Item",0.445368171021378,"Non Celebrity","Gaze at Viewer"
38967,"Female",31,3,3,0,0,3544,"Left Item",0.429215509467989,"Non Celebrity","Gaze at Product"
38967,"Female",32,3,1,-2,0,2777,"Left Item",0.287769784172662,"Celebrity","Gaze at Product"
38967,"Female",34,3,2,-1,0,1688,"Left Item",0.517745302713987,"Celebrity","Gaze at Viewer"
38967,"Female",35,2,4,2,1,1526,"Right Item",0.4928,"Non Celebrity","Gaze at Product"
38967,"Female",36,3,2,-1,0,1812,"Left Item",0.452711223203026,"Celebrity","Gaze at Viewer"
38967,"Female",38,1,2,1,1,2143,"Right Item",0.831740976645435,"Celebrity","Gaze at Viewer"
38967,"Female",39,3,1,-2,0,4329,"Right Item",0.331652958344388,"Snack","Snack"
38967,"Female",41,3,4,1,1,4104,"Right Item",0.461739357534604,"Celebrity","Gaze at Product"
38967,"Female",44,1,4,3,1,1242,"Right Item",0.657894736842105,"Celebrity","Gaze at Product"
38967,"Female",45,4,4,0,1,1992,"Right Item",0.463768115942029,"Non Celebrity","Gaze at Product"
38967,"Female",46,3,4,1,1,1636,"Right Item",0.57774607703281,"Non Celebrity","Gaze at Product"
