"subject","sbj_gender","trial","value_left","value_right","RV","response","rt","last_fixation","gaze_right","Celebrity_Manipulation","Gaze_Manipulation"
47037,"Female",97,4,1,-3,0,1026,"Left Item",0.421185372005044,"Snack","Snack"
47037,"Female",99,3,4,1,0,2179,"Left Item",0.28325969563083,"Non Celebrity","Gaze at Viewer"
47037,"Female",101,4,4,0,0,1277,"Left Item",0.279961649089166,"Non Celebrity","Gaze at Viewer"
47037,"Female",102,3,1,-2,0,1060,"Left Item",0.577896138482024,"Snack","Snack"
47037,"Female",104,3,4,1,1,994,"Left Item",0.341605839416058,"Non Celebrity","Gaze at Viewer"
47037,"Female",105,3,1,-2,0,1100,"Right Item",0.452133794694348,"Snack","Snack"
47082,"Male",1,4,2,-2,0,627,"Right Item",0.41025641025641,"Non Celebrity","Gaze at Viewer"
47082,"Male",3,2,4,2,1,716,"Right Item",0.673228346456693,"Non Celebrity","Gaze at Product"
47082,"Male",4,4,3,-1,1,951,"Left Item",0.404336734693878,"Celebrity","Gaze at Viewer"
47082,"Male",5,4,4,0,0,833,"Right Item",0.418410041841004,"Celebrity","Gaze at Viewer"
47082,"Male",6,2,3,1,1,2450,"Left Item",0.72512271307452,"Snack","Snack"
47082,"Male",7,3,3,0,1,685,"Left Item",0.610547667342799,"Celebrity","Gaze at Viewer"
47082,"Male",11,2,1,-1,0,550,"Left Item",0.817034700315457,"Celebrity","Gaze at Product"
47082,"Male",16,2,4,2,1,601,"Left Item",0.65281173594132,"Non Celebrity","Gaze at Product"
47082,"Male",17,1,2,1,0,550,"Left Item",0.476839237057221,"Snack","Snack"
47082,"Male",18,2,4,2,1,1335,"Right Item",0.342465753424658,"Non Celebrity","Gaze at Product"
47082,"Male",19,3,3,0,0,793,"Left Item",0.306156405990017,"Celebrity","Gaze at Viewer"
47082,"Male",21,4,4,0,0,1193,"Right Item",0.491508491508492,"Non Celebrity","Gaze at Product"
47082,"Male",22,4,1,-3,0,751,"Left Item",0.292768959435626,"Celebrity","Gaze at Product"
47082,"Male",23,2,1,-1,1,534,"Right Item",0.405714285714286,"Celebrity","Gaze at Product"
47082,"Male",25,2,2,0,0,2902,"Right Item",0.484455958549223,"Snack","Snack"
47082,"Male",26,3,4,1,0,685,"Right Item",0.451737451737452,"Non Celebrity","Gaze at Product"
47082,"Male",27,2,4,2,1,1085,"Left Item",0.740288568257492,"Celebrity","Gaze at Viewer"
47082,"Male",28,4,3,-1,0,550,"Right Item",0.5,"Snack","Snack"
47082,"Male",30,1,4,3,1,734,"Right Item",0.656529516994633,"Celebrity","Gaze at Product"
47082,"Male",31,2,4,2,1,668,"Left Item",0.666666666666667,"Non Celebrity","Gaze at Product"
47082,"Male",33,2,1,-1,0,934,"Left Item",0.376947040498442,"Celebrity","Gaze at Product"
47082,"Male",35,2,1,-1,1,1368,"Right Item",0.55952380952381,"Celebrity","Gaze at Product"
47082,"Male",36,2,2,0,0,1501,"Left Item",0.26902382782475,"Non Celebrity","Gaze at Viewer"
47082,"Male",37,2,3,1,1,1043,"Left Item",0.34638196915777,"Celebrity","Gaze at Viewer"
47082,"Male",40,4,2,-2,0,1126,"Right Item",0.762857142857143,"Snack","Snack"
47082,"Male",54,2,4,2,1,667,"Right Item",0.619047619047619,"Non Celebrity","Gaze at Product"
47082,"Male",55,2,3,1,1,550,"Right Item",0.557103064066852,"Celebrity","Gaze at Viewer"
47082,"Male",56,1,4,3,1,1577,"Right Item",0.833188531711555,"Non Celebrity","Gaze at Product"
47082,"Male",57,2,4,2,1,526,"Left Item",0.745247148288973,"Non Celebrity","Gaze at Product"
47082,"Male",58,1,4,3,1,635,"Left Item",0.591687041564792,"Celebrity","Gaze at Viewer"
47082,"Male",59,2,3,1,1,1292,"Right Item",0.850180505415162,"Snack","Snack"
47082,"Male",60,3,4,1,1,652,"Left Item",0.518847006651885,"Non Celebrity","Gaze at Product"
47082,"Male",61,2,2,0,1,717,"Left Item",0.548235294117647,"Non Celebrity","Gaze at Viewer"
47082,"Male",63,4,3,-1,0,1384,"Left Item",0.278333333333333,"Snack","Snack"
47082,"Male",64,2,4,2,1,884,"Right Item",0.741889985895628,"Non Celebrity","Gaze at Product"
47082,"Male",65,1,3,2,1,684,"Right Item",0.573482428115016,"Snack","Snack"
47082,"Male",66,1,4,3,1,809,"Right Item",0.700934579439252,"Non Celebrity","Gaze at Product"
47082,"Male",67,2,3,1,1,584,"Right Item",0.576036866359447,"Celebrity","Gaze at Viewer"
47082,"Male",68,1,2,1,1,792,"Right Item",0.731663685152057,"Non Celebrity","Gaze at Viewer"
47082,"Male",71,2,4,2,1,500,"Right Item",0.650526315789474,"Celebrity","Gaze at Viewer"
47082,"Male",73,1,3,2,1,1118,"Right Item",0.495680345572354,"Celebrity","Gaze at Viewer"
47082,"Male",74,2,1,-1,0,818,"Left Item",0.435331230283912,"Celebrity","Gaze at Product"
47082,"Male",76,2,4,2,1,1034,"Right Item",0.400252525252525,"Non Celebrity","Gaze at Product"
47082,"Male",77,3,2,-1,0,976,"Left Item",0.340561224489796,"Snack","Snack"
47082,"Male",78,2,3,1,1,735,"Left Item",0.65495867768595,"Celebrity","Gaze at Viewer"
47082,"Male",79,1,1,0,0,2319,"Left Item",0.472378277153558,"Celebrity","Gaze at Product"
47082,"Male",80,3,2,-1,0,925,"Left Item",0.332413793103448,"Snack","Snack"
47082,"Male",81,1,2,1,1,743,"Right Item",0.58027079303675,"Snack","Snack"
47082,"Male",84,3,2,-1,0,634,"Right Item",0.248847926267281,"Non Celebrity","Gaze at Viewer"
47082,"Male",85,4,3,-1,0,1059,"Left Item",0.436224489795918,"Snack","Snack"
47082,"Male",86,4,3,-1,0,701,"Right Item",0.328094302554027,"Celebrity","Gaze at Viewer"
47082,"Male",87,2,3,1,0,884,"Left Item",0.42420814479638,"Snack","Snack"
47082,"Male",89,2,4,2,1,567,"Right Item",0.440917107583774,"Celebrity","Gaze at Viewer"
47082,"Male",91,4,3,-1,0,524,"Right Item",0.431818181818182,"Snack","Snack"
47082,"Male",92,1,2,1,1,651,"Right Item",0.56686626746507,"Non Celebrity","Gaze at Viewer"
47082,"Male",93,3,1,-2,0,767,"Right Item",0.264559068219634,"Celebrity","Gaze at Product"
47082,"Male",94,2,2,0,1,583,"Right Item",0.551470588235294,"Non Celebrity","Gaze at Viewer"
47082,"Male",95,2,1,-1,0,933,"Left Item",0.526451612903226,"Celebrity","Gaze at Product"
47082,"Male",98,4,1,-3,0,635,"Right Item",0.471783295711061,"Celebrity","Gaze at Product"
47082,"Male",99,2,2,0,0,1051,"Left Item",0.621689785624212,"Non Celebrity","Gaze at Viewer"
47082,"Male",102,2,2,0,0,876,"Right Item",0.651041666666667,"Snack","Snack"
47082,"Male",104,2,3,1,1,1150,"Right Item",0.95448275862069,"Celebrity","Gaze at Viewer"
47082,"Male",105,2,2,0,0,750,"Right Item",0.590909090909091,"Non Celebrity","Gaze at Viewer"
47147,"Female",1,1,3,2,1,1358,"Right Item",0.299313893653516,"Celebrity","Gaze at Product"
47147,"Female",2,2,1,-1,0,842,"Left Item",0.378181818181818,"Non Celebrity","Gaze at Product"
47147,"Female",3,2,4,2,1,617,"Right Item",0.5625,"Snack","Snack"
47147,"Female",4,2,3,1,1,1568,"Right Item",0.632952691680261,"Celebrity","Gaze at Product"
47147,"Female",5,2,1,-1,0,1359,"Right Item",0.570052539404553,"Non Celebrity","Gaze at Viewer"
47147,"Female",6,1,1,0,0,843,"Left Item",0.460567823343849,"Non Celebrity","Gaze at Product"
47147,"Female",7,2,2,0,0,3310,"Left Item",0.409225700164745,"Non Celebrity","Gaze at Viewer"
47147,"Female",8,2,4,2,1,1043,"Right Item",0.559082892416226,"Celebrity","Gaze at Viewer"
47147,"Female",10,2,4,2,1,1894,"Right Item",0.555925432756325,"Snack","Snack"
47147,"Female",11,3,1,-2,0,884,"Left Item",0.506756756756757,"Non Celebrity","Gaze at Product"
47147,"Female",12,3,1,-2,0,910,"Left Item",0.533546325878594,"Non Celebrity","Gaze at Product"
47147,"Female",13,4,3,-1,0,675,"Right Item",0.344978165938865,"Celebrity","Gaze at Product"
47147,"Female",14,2,1,-1,0,1351,"Left Item",0.496447602131439,"Non Celebrity","Gaze at Product"
47147,"Female",17,4,1,-3,0,551,"Right Item",0.401197604790419,"Non Celebrity","Gaze at Product"
47147,"Female",19,2,3,1,1,1660,"Right Item",0.387387387387387,"Celebrity","Gaze at Product"
47147,"Female",21,3,2,-1,0,1160,"Left Item",0.311864406779661,"Non Celebrity","Gaze at Product"
47147,"Female",22,2,1,-1,0,1109,"Left Item",0.235294117647059,"Non Celebrity","Gaze at Viewer"
47147,"Female",25,1,2,1,1,1093,"Right Item",0.567084078711986,"Non Celebrity","Gaze at Product"
47147,"Female",26,1,4,3,1,1444,"Right Item",0.786836935166994,"Non Celebrity","Gaze at Viewer"
47147,"Female",27,1,4,3,1,885,"Right Item",0.578864353312303,"Celebrity","Gaze at Viewer"
47147,"Female",28,3,4,1,1,2410,"Left Item",0.251042149143122,"Non Celebrity","Gaze at Viewer"
47147,"Female",30,3,1,-2,0,1327,"Left Item",0.324084350721421,"Non Celebrity","Gaze at Viewer"
47147,"Female",31,4,2,-2,0,1209,"Left Item",0.30902348578492,"Non Celebrity","Gaze at Viewer"
47147,"Female",32,2,1,-1,0,868,"Right Item",0.463268365817091,"Non Celebrity","Gaze at Viewer"
47147,"Female",33,2,1,-1,0,1094,"Left Item",0.423475258918297,"Snack","Snack"
47147,"Female",35,3,1,-2,0,992,"Right Item",0.699354838709677,"Snack","Snack"
47147,"Female",38,4,4,0,1,842,"Right Item",0.39667458432304,"Celebrity","Gaze at Viewer"
47147,"Female",39,2,4,2,1,1136,"Left Item",0.273446327683616,"Non Celebrity","Gaze at Viewer"
47147,"Female",40,4,2,-2,0,1125,"Left Item",0.336322869955157,"Celebrity","Gaze at Viewer"
47147,"Female",41,4,2,-2,0,810,"Right Item",0.402469135802469,"Non Celebrity","Gaze at Product"
47147,"Female",42,4,1,-3,0,1770,"Left Item",0.2819324950364,"Non Celebrity","Gaze at Viewer"
47147,"Female",45,2,2,0,1,3751,"Right Item",0.610894941634241,"Celebrity","Gaze at Viewer"
47147,"Female",46,2,4,2,1,1951,"Right Item",0.709832134292566,"Non Celebrity","Gaze at Viewer"
47147,"Female",47,3,4,1,1,1210,"Right Item",0.382617382617383,"Snack","Snack"
47147,"Female",49,3,2,-1,0,2026,"Right Item",0.619692307692308,"Celebrity","Gaze at Product"
47147,"Female",50,2,2,0,1,1643,"Left Item",0.64513839602555,"Celebrity","Gaze at Product"
47147,"Female",52,2,3,1,1,875,"Right Item",0.594224924012158,"Celebrity","Gaze at Product"
47147,"Female",53,2,1,-1,0,809,"Right Item",0.523809523809524,"Non Celebrity","Gaze at Product"
47147,"Female",56,3,2,-1,0,944,"Left Item",0.4,"Celebrity","Gaze at Viewer"
47147,"Female",60,2,4,2,1,1245,"Left Item",0.504739336492891,"Non Celebrity","Gaze at Viewer"
47147,"Female",62,4,1,-3,0,802,"Right Item",0.362886597938144,"Non Celebrity","Gaze at Viewer"
47147,"Female",63,4,4,0,1,4786,"Right Item",0.633928571428571,"Non Celebrity","Gaze at Viewer"
47147,"Female",66,1,1,0,1,2879,"Right Item",0.68468809073724,"Non Celebrity","Gaze at Product"
47147,"Female",70,2,2,0,1,1193,"Left Item",0.547445255474453,"Celebrity","Gaze at Viewer"
47147,"Female",71,1,4,3,1,742,"Right Item",0.666666666666667,"Celebrity","Gaze at Viewer"
47147,"Female",72,1,1,0,1,2036,"Left Item",0.380978559648158,"Non Celebrity","Gaze at Viewer"
47147,"Female",73,4,2,-2,0,793,"Right Item",0.567084078711986,"Celebrity","Gaze at Viewer"
47147,"Female",74,3,4,1,1,874,"Right Item",0.575591985428051,"Celebrity","Gaze at Viewer"
47147,"Female",75,2,1,-1,0,2477,"Right Item",0.690380313199105,"Non Celebrity","Gaze at Product"
47147,"Female",76,2,1,-1,0,3504,"Left Item",0.349877665152045,"Non Celebrity","Gaze at Viewer"
47147,"Female",77,2,4,2,1,634,"Right Item",0.3046875,"Celebrity","Gaze at Viewer"
47147,"Female",78,3,4,1,1,676,"Right Item",0.648888888888889,"Celebrity","Gaze at Viewer"
47147,"Female",80,4,3,-1,0,4889,"Left Item",0.479981592268753,"Celebrity","Gaze at Product"
47147,"Female",81,2,2,0,0,1169,"Left Item",0.385504201680672,"Non Celebrity","Gaze at Viewer"
47147,"Female",82,3,2,-1,0,875,"Left Item",0.444444444444444,"Non Celebrity","Gaze at Viewer"
47147,"Female",85,2,4,2,1,892,"Right Item",0.604444444444444,"Celebrity","Gaze at Viewer"
47147,"Female",87,4,1,-3,0,1159,"Right Item",0.761146496815287,"Non Celebrity","Gaze at Product"
47147,"Female",88,2,2,0,0,2785,"Right Item",0.578544061302682,"Celebrity","Gaze at Viewer"
47147,"Female",89,1,4,3,1,1161,"Right Item",0.586776859504132,"Celebrity","Gaze at Viewer"
47147,"Female",90,3,2,-1,0,2219,"Right Item",0.466551326412918,"Celebrity","Gaze at Viewer"
47147,"Female",93,3,1,-2,0,1877,"Left Item",0.252574197456087,"Non Celebrity","Gaze at Viewer"
47147,"Female",94,3,2,-1,0,2176,"Right Item",0.569838056680162,"Celebrity","Gaze at Product"
47147,"Female",95,2,3,1,1,1208,"Left Item",0.392428439519852,"Celebrity","Gaze at Product"
47147,"Female",96,4,2,-2,0,826,"Right Item",0.425287356321839,"Non Celebrity","Gaze at Viewer"
47147,"Female",97,2,2,0,1,2025,"Right Item",0.614994363021421,"Non Celebrity","Gaze at Product"
47147,"Female",98,4,4,0,1,975,"Right Item",0.6,"Celebrity","Gaze at Viewer"
47147,"Female",99,3,3,0,0,3428,"Left Item",0.423293675641828,"Celebrity","Gaze at Product"
47147,"Female",101,2,2,0,1,1659,"Right Item",0.715596330275229,"Non Celebrity","Gaze at Product"
47147,"Female",103,2,4,2,1,1142,"Left Item",0.404312668463612,"Celebrity","Gaze at Viewer"
47147,"Female",105,2,2,0,0,2250,"Left Item",0.444879960803528,"Celebrity","Gaze at Viewer"
47816,"Female",1,3,3,0,1,1543,"Left Item",0.535523300229183,"Celebrity","Gaze at Viewer"
47816,"Female",2,2,1,-1,0,1000,"Left Item",0.589127686472819,"Snack","Snack"
47816,"Female",5,1,4,3,1,1091,"Right Item",0.762285714285714,"Celebrity","Gaze at Viewer"
47816,"Female",6,4,2,-2,0,784,"Right Item",0.493055555555556,"Non Celebrity","Gaze at Viewer"
47816,"Female",7,4,1,-3,0,1060,"Left Item",0.351869606903164,"Snack","Snack"
47816,"Female",8,4,4,0,0,1533,"Left Item",0.39331814730448,"Celebrity","Gaze at Viewer"
47816,"Female",9,4,3,-1,0,1144,"Left Item",0.359243697478992,"Celebrity","Gaze at Viewer"
47816,"Female",10,2,3,1,1,685,"Left Item",0.609375,"Celebrity","Gaze at Viewer"
47816,"Female",11,2,1,-1,0,968,"Right Item",0.516469038208169,"Non Celebrity","Gaze at Viewer"
47816,"Female",12,1,1,0,0,768,"Left Item",0.254025044722719,"Non Celebrity","Gaze at Viewer"
47816,"Female",13,2,3,1,1,1176,"Left Item",0.346938775510204,"Non Celebrity","Gaze at Viewer"
47816,"Female",14,2,3,1,1,960,"Right Item",0.643366619115549,"Non Celebrity","Gaze at Viewer"
47816,"Female",15,3,2,-1,0,1259,"Left Item",0.476190476190476,"Snack","Snack"
47816,"Female",17,4,2,-2,0,810,"Right Item",0.412345679012346,"Non Celebrity","Gaze at Product"
47816,"Female",18,3,1,-2,0,892,"Right Item",0.584285714285714,"Snack","Snack"
47816,"Female",21,4,1,-3,0,660,"Left Item",0.327188940092166,"Non Celebrity","Gaze at Viewer"
47816,"Female",22,1,2,1,1,1075,"Left Item",0.511749347258486,"Non Celebrity","Gaze at Viewer"
47816,"Female",23,2,4,2,1,775,"Left Item",0.0722543352601156,"Non Celebrity","Gaze at Product"
47816,"Female",24,3,1,-2,0,926,"Right Item",0.505509641873278,"Celebrity","Gaze at Product"
47816,"Female",25,2,4,2,1,858,"Right Item",0.398601398601399,"Celebrity","Gaze at Viewer"
47816,"Female",26,2,3,1,1,616,"Left Item",0.797077922077922,"Celebrity","Gaze at Viewer"
47816,"Female",28,4,2,-2,0,726,"Left Item",0.539944903581267,"Celebrity","Gaze at Product"
47816,"Female",29,3,4,1,1,767,"Right Item",0.413298565840939,"Non Celebrity","Gaze at Product"
47816,"Female",32,2,2,0,1,968,"Left Item",0.394347240915209,"Non Celebrity","Gaze at Viewer"
47816,"Female",33,4,3,-1,0,3127,"Right Item",0.535976974736169,"Celebrity","Gaze at Viewer"
47816,"Female",34,4,1,-3,0,843,"Right Item",0.514827995255042,"Snack","Snack"
47816,"Female",36,2,4,2,1,683,"Right Item",0.593333333333333,"Celebrity","Gaze at Viewer"
47816,"Female",37,1,1,0,0,883,"Left Item",0.417249417249417,"Snack","Snack"
47816,"Female",38,3,4,1,1,983,"Left Item",0.553001277139208,"Celebrity","Gaze at Viewer"
47816,"Female",40,2,2,0,1,1210,"Left Item",0.443647540983607,"Non Celebrity","Gaze at Viewer"
47816,"Female",42,2,1,-1,0,1567,"Left Item",0.436502871729419,"Celebrity","Gaze at Product"
47816,"Female",43,3,2,-1,0,1377,"Left Item",0.375,"Non Celebrity","Gaze at Viewer"
47816,"Female",44,3,1,-2,0,1136,"Right Item",0.464171122994652,"Snack","Snack"
47816,"Female",47,3,4,1,1,1301,"Right Item",0.73477038425492,"Non Celebrity","Gaze at Product"
47816,"Female",50,2,1,-1,0,1117,"Right Item",0.576673866090713,"Snack","Snack"
47816,"Female",51,2,1,-1,0,1075,"Left Item",0.318139534883721,"Non Celebrity","Gaze at Viewer"
47816,"Female",52,2,3,1,1,1050,"Right Item",0.5,"Non Celebrity","Gaze at Viewer"
47816,"Female",54,4,3,-1,0,1492,"Left Item",0.380952380952381,"Non Celebrity","Gaze at Viewer"
47816,"Female",63,4,3,-1,0,1635,"Right Item",0.539807524059493,"Celebrity","Gaze at Viewer"
47816,"Female",65,2,3,1,1,2108,"Left Item",0.174528301886792,"Celebrity","Gaze at Viewer"
47816,"Female",66,3,2,-1,0,710,"Right Item",0.376056338028169,"Non Celebrity","Gaze at Product"
47816,"Female",67,2,2,0,1,1142,"Right Item",0.605954465849387,"Snack","Snack"
47816,"Female",71,3,4,1,1,1051,"Right Item",0.630966239813737,"Celebrity","Gaze at Viewer"
47816,"Female",72,4,4,0,1,683,"Left Item",0.53416149068323,"Non Celebrity","Gaze at Product"
47816,"Female",73,3,3,0,0,1310,"Left Item",0.473873873873874,"Non Celebrity","Gaze at Viewer"
47816,"Female",74,2,1,-1,0,1200,"Left Item",0.4025,"Snack","Snack"
47816,"Female",75,4,4,0,0,1777,"Right Item",0.492965672481711,"Non Celebrity","Gaze at Product"
47816,"Female",76,2,2,0,0,899,"Right Item",0.513729977116705,"Non Celebrity","Gaze at Product"
47816,"Female",77,2,4,2,1,910,"Right Item",0.449450549450549,"Celebrity","Gaze at Viewer"
47816,"Female",78,2,2,0,1,1718,"Right Item",0.340579710144928,"Non Celebrity","Gaze at Viewer"
47816,"Female",79,1,2,1,1,984,"Left Item",0.372967479674797,"Non Celebrity","Gaze at Product"
47816,"Female",80,1,3,2,1,700,"Right Item",0.297142857142857,"Celebrity","Gaze at Viewer"
47816,"Female",82,3,2,-1,0,625,"Right Item",0.227368421052632,"Celebrity","Gaze at Product"
47816,"Female",83,1,3,2,1,442,"Right Item",0.419664268585132,"Celebrity","Gaze at Viewer"
47816,"Female",85,2,4,2,1,1016,"Left Item",0.288961038961039,"Non Celebrity","Gaze at Product"
47816,"Female",86,2,3,1,1,942,"Right Item",0.500682128240109,"Celebrity","Gaze at Viewer"
47816,"Female",88,3,1,-2,0,866,"Right Item",0.357142857142857,"Non Celebrity","Gaze at Viewer"
47816,"Female",89,1,3,2,1,668,"Right Item",0.23780487804878,"Celebrity","Gaze at Viewer"
47816,"Female",90,4,1,-3,0,750,"Right Item",0.74120082815735,"Snack","Snack"
47816,"Female",91,1,2,1,1,607,"Right Item",0.370675453047776,"Snack","Snack"
48059,"Male",2,1,3,2,1,1101,"Right Item",0.523160762942779,"Celebrity","Gaze at Product"
48059,"Male",3,1,3,2,1,985,"Right Item",0.412760416666667,"Celebrity","Gaze at Product"
48059,"Male",4,3,1,-2,0,1760,"Left Item",0.5875,"Non Celebrity","Gaze at Product"
48059,"Male",5,2,3,1,1,1366,"Right Item",0.457782299084435,"Snack","Snack"
48059,"Male",6,3,4,1,1,2511,"Right Item",0.578571428571429,"Snack","Snack"
48059,"Male",7,2,2,0,1,885,"Left Item",0.394970414201183,"Celebrity","Gaze at Viewer"
48059,"Male",8,1,2,1,1,1328,"Right Item",0.487828627069133,"Celebrity","Gaze at Viewer"
48059,"Male",10,3,2,-1,0,2077,"Right Item",0.725744843391902,"Non Celebrity","Gaze at Viewer"
48059,"Male",11,3,1,-2,0,936,"Left Item",0.403912543153049,"Snack","Snack"
48059,"Male",12,3,1,-2,0,1626,"Right Item",0.606709493219129,"Non Celebrity","Gaze at Viewer"
48059,"Male",14,3,2,-1,1,3378,"Right Item",0.584411486273272,"Non Celebrity","Gaze at Viewer"
48059,"Male",15,3,3,0,0,2836,"Right Item",0.700106723585913,"Snack","Snack"
48059,"Male",16,3,4,1,1,534,"Left Item",0.559808612440191,"Non Celebrity","Gaze at Viewer"
48059,"Male",17,3,3,0,1,2259,"Right Item",0.476007677543186,"Non Celebrity","Gaze at Product"
48059,"Male",18,2,4,2,1,1102,"Right Item",0.413594470046083,"Snack","Snack"
48059,"Male",19,1,1,0,0,2143,"Left Item",0.575828278114792,"Non Celebrity","Gaze at Viewer"
48059,"Male",20,1,3,2,1,700,"Right Item",0.37173579109063,"Non Celebrity","Gaze at Product"
48059,"Male",22,4,4,0,0,593,"Right Item",0.401197604790419,"Snack","Snack"
48059,"Male",23,2,1,-1,0,1491,"Right Item",0.613290632506005,"Snack","Snack"
48059,"Male",25,3,3,0,1,2159,"Right Item",0.672834937083642,"Celebrity","Gaze at Product"
48059,"Male",26,2,2,0,0,1844,"Left Item",0.433734939759036,"Celebrity","Gaze at Viewer"
48059,"Male",27,1,3,2,1,1160,"Left Item",0.372216330858961,"Snack","Snack"
48059,"Male",29,2,3,1,1,977,"Left Item",0.410440122824974,"Celebrity","Gaze at Product"
48059,"Male",30,2,4,2,1,800,"Left Item",0.49,"Non Celebrity","Gaze at Viewer"
48059,"Male",31,1,1,0,0,1899,"Right Item",0.73469387755102,"Snack","Snack"
48059,"Male",33,1,4,3,1,1060,"Left Item",0.376037959667853,"Snack","Snack"
48059,"Male",35,3,2,-1,0,1902,"Right Item",0.762881177707676,"Celebrity","Gaze at Viewer"
48059,"Male",36,1,4,3,1,633,"Left Item",0.684044233807267,"Non Celebrity","Gaze at Viewer"
48059,"Male",37,1,4,3,1,960,"Left Item",0.325706594885599,"Snack","Snack"
48059,"Male",38,3,4,1,1,891,"Left Item",0.382789317507418,"Snack","Snack"
48059,"Male",39,1,1,0,0,1734,"Right Item",0.571056062581486,"Non Celebrity","Gaze at Viewer"
48059,"Male",41,3,3,0,0,3829,"Left Item",0.666398498256905,"Non Celebrity","Gaze at Product"
48059,"Male",42,2,1,-1,0,1244,"Right Item",0.198871650211566,"Non Celebrity","Gaze at Product"
48059,"Male",43,3,1,-2,0,1643,"Right Item",0.720632988435788,"Non Celebrity","Gaze at Product"
48059,"Male",44,3,2,-1,1,3227,"Right Item",0.59985234403839,"Non Celebrity","Gaze at Viewer"
48059,"Male",45,3,4,1,1,700,"Left Item",0.482222222222222,"Non Celebrity","Gaze at Viewer"
48059,"Male",46,3,2,-1,0,1126,"Left Item",0.39041095890411,"Celebrity","Gaze at Viewer"
48059,"Male",47,3,4,1,1,1567,"Right Item",0.749840459476707,"Snack","Snack"
48059,"Male",50,1,3,2,1,1009,"Left Item",0.34971098265896,"Non Celebrity","Gaze at Product"
48059,"Male",53,3,3,0,0,2993,"Right Item",0.506872136609746,"Snack","Snack"
48059,"Male",54,2,1,-1,0,2261,"Left Item",0.577886977886978,"Non Celebrity","Gaze at Product"
48059,"Male",55,2,4,2,1,2010,"Right Item",0.531880108991826,"Snack","Snack"
48059,"Male",56,1,3,2,1,2134,"Right Item",0.732772225144661,"Snack","Snack"
48059,"Male",57,4,1,-3,0,1009,"Right Item",0.611496531219029,"Non Celebrity","Gaze at Product"
48059,"Male",59,1,2,1,1,858,"Right Item",0.709677419354839,"Non Celebrity","Gaze at Viewer"
48059,"Male",60,3,1,-2,0,1809,"Left Item",0.201988812927284,"Celebrity","Gaze at Viewer"
48059,"Male",63,3,3,0,1,1024,"Right Item",0.3974609375,"Celebrity","Gaze at Product"
48059,"Male",64,1,2,1,1,3969,"Left Item",0.429233144621719,"Celebrity","Gaze at Product"
48059,"Male",68,3,4,1,1,491,"Left Item",0.178111587982833,"Snack","Snack"
48059,"Male",69,3,1,-2,0,1452,"Right Item",0.557851239669422,"Non Celebrity","Gaze at Viewer"
48059,"Male",72,2,3,1,1,859,"Left Item",0.289930555555556,"Celebrity","Gaze at Product"
48059,"Male",76,3,1,-2,0,1185,"Left Item",0.399543378995434,"Non Celebrity","Gaze at Product"
48059,"Male",77,3,4,1,1,975,"Left Item",0.397398843930636,"Snack","Snack"
48059,"Male",78,1,2,1,1,3255,"Right Item",0.579657669519421,"Celebrity","Gaze at Viewer"
48059,"Male",79,2,4,2,1,625,"Left Item",0.554666666666667,"Non Celebrity","Gaze at Viewer"
48059,"Male",82,3,1,-2,0,992,"Left Item",0.5625,"Non Celebrity","Gaze at Product"
48059,"Male",83,1,4,3,1,859,"Left Item",0.510403916768666,"Snack","Snack"
48059,"Male",84,3,1,-2,0,1168,"Right Item",0.367436743674367,"Non Celebrity","Gaze at Viewer"
48059,"Male",86,3,2,-1,0,1151,"Left Item",0.609142857142857,"Celebrity","Gaze at Viewer"
48059,"Male",87,2,2,0,1,1342,"Right Item",0.653742110009017,"Non Celebrity","Gaze at Viewer"
48059,"Male",88,3,1,-2,0,1151,"Right Item",0.806637806637807,"Non Celebrity","Gaze at Viewer"
48059,"Male",89,1,3,2,1,1018,"Left Item",0.139605462822458,"Celebrity","Gaze at Product"
48059,"Male",90,1,1,0,0,2836,"Right Item",0.557464681176021,"Non Celebrity","Gaze at Product"
48059,"Male",91,1,3,2,1,1352,"Right Item",0.424865831842576,"Celebrity","Gaze at Product"
48059,"Male",92,1,2,1,0,1752,"Right Item",0.724579124579125,"Celebrity","Gaze at Viewer"
48059,"Male",93,2,4,2,1,1000,"Left Item",0.592,"Snack","Snack"
48059,"Male",95,2,3,1,1,2086,"Right Item",0.5,"Celebrity","Gaze at Product"
48059,"Male",96,2,1,-1,0,2603,"Right Item",0.660736975857687,"Non Celebrity","Gaze at Viewer"
48059,"Male",97,3,3,0,1,3136,"Right Item",0.664406779661017,"Non Celebrity","Gaze at Product"
48059,"Male",99,3,1,-2,0,1068,"Right Item",0.586142322097378,"Non Celebrity","Gaze at Product"
48059,"Male",100,3,3,0,1,2392,"Right Item",0.595735785953177,"Celebrity","Gaze at Product"
48059,"Male",102,2,3,1,1,1018,"Left Item",0.352445193929174,"Non Celebrity","Gaze at Product"
48059,"Male",103,3,2,-1,0,1428,"Right Item",0.692416725726435,"Celebrity","Gaze at Viewer"
48059,"Male",104,3,2,-1,0,2385,"Right Item",0.525573192239859,"Non Celebrity","Gaze at Viewer"
48059,"Male",105,3,3,0,0,876,"Left Item",0.265981735159817,"Celebrity","Gaze at Product"
48061,"Female",1,1,2,1,1,2195,"Right Item",0.480788675429727,"Non Celebrity","Gaze at Product"
48061,"Female",2,2,2,0,1,794,"Left Item",0.422429906542056,"Non Celebrity","Gaze at Viewer"
