"subject","trial","fix_type","fix_time","Celebrity_Manipulation","Gaze_Manipulation"
45801,10,"Product",0.251290522403469,"Non Celebrity","Gaze at Viewer"
45801,10,"Face",0.378690894073921,"Non Celebrity","Gaze at Viewer"
45801,10,"Elsewhere",0.37001858352261,"Non Celebrity","Gaze at Viewer"
45801,13,"Product",0.834119335657166,"Non Celebrity","Gaze at Product"
45801,13,"Face",0.111133893787164,"Non Celebrity","Gaze at Product"
45801,13,"Elsewhere",0.0547467705556695,"Non Celebrity","Gaze at Product"
45801,15,"Product",0.446723885283651,"Celebrity","Gaze at Product"
45801,15,"Face",0.497383294954993,"Celebrity","Gaze at Product"
45801,15,"Elsewhere",0.0558928197613565,"Celebrity","Gaze at Product"
46076,1,"Product",0.426751592356688,"Celebrity","Gaze at Product"
46076,1,"Face",0.428728311003734,"Celebrity","Gaze at Product"
46076,1,"Elsewhere",0.144520096639578,"Celebrity","Gaze at Product"
46076,2,"Product",0.547339175037401,"Non Celebrity","Gaze at Viewer"
46076,2,"Face",0.270998076512075,"Non Celebrity","Gaze at Viewer"
46076,2,"Elsewhere",0.181662748450524,"Non Celebrity","Gaze at Viewer"
46076,3,"Product",0.448143982002249,"Non Celebrity","Gaze at Product"
46076,3,"Face",0.375478065241845,"Non Celebrity","Gaze at Product"
46076,3,"Elsewhere",0.176377952755906,"Non Celebrity","Gaze at Product"
46076,5,"Product",0.463304721030043,"Celebrity","Gaze at Viewer"
46076,5,"Face",0.329184549356223,"Celebrity","Gaze at Viewer"
46076,5,"Elsewhere",0.207510729613734,"Celebrity","Gaze at Viewer"
46076,6,"Product",0.505632306057385,"Celebrity","Gaze at Product"
46076,6,"Face",0.478427205100956,"Celebrity","Gaze at Product"
46076,6,"Elsewhere",0.015940488841659,"Celebrity","Gaze at Product"
46076,8,"Product",0.266722759781237,"Celebrity","Gaze at Viewer"
46076,8,"Face",0.608750525872949,"Celebrity","Gaze at Viewer"
46076,8,"Elsewhere",0.124526714345814,"Celebrity","Gaze at Viewer"
46076,9,"Product",0.465182899955927,"Celebrity","Gaze at Product"
46076,9,"Face",0.231379462318203,"Celebrity","Gaze at Product"
46076,9,"Elsewhere",0.30343763772587,"Celebrity","Gaze at Product"
46076,10,"Product",0.472320869020263,"Non Celebrity","Gaze at Product"
46076,10,"Face",0.395445999582202,"Non Celebrity","Gaze at Product"
46076,10,"Elsewhere",0.132233131397535,"Non Celebrity","Gaze at Product"
46076,11,"Product",0.576104371709773,"Non Celebrity","Gaze at Viewer"
46076,11,"Face",0.253833829251545,"Non Celebrity","Gaze at Viewer"
46076,11,"Elsewhere",0.170061799038682,"Non Celebrity","Gaze at Viewer"
46076,13,"Product",0.709240337627721,"Non Celebrity","Gaze at Viewer"
46076,13,"Face",0.288982674366948,"Non Celebrity","Gaze at Viewer"
46076,13,"Elsewhere",0.00177698800533096,"Non Celebrity","Gaze at Viewer"
46076,14,"Product",0.655939524838013,"Celebrity","Gaze at Viewer"
46076,14,"Face",0.327861771058315,"Celebrity","Gaze at Viewer"
46076,14,"Elsewhere",0.016198704103672,"Celebrity","Gaze at Viewer"
46076,15,"Product",0.464413184967457,"Non Celebrity","Gaze at Product"
46076,15,"Face",0.401007768213311,"Non Celebrity","Gaze at Product"
46076,15,"Elsewhere",0.134579046819232,"Non Celebrity","Gaze at Product"
46776,3,"Product",0.233784093513638,"Celebrity","Gaze at Viewer"
46776,3,"Face",0.577125830850332,"Celebrity","Gaze at Viewer"
46776,3,"Elsewhere",0.18909007563603,"Celebrity","Gaze at Viewer"
46776,5,"Product",0.239483641219675,"Celebrity","Gaze at Viewer"
46776,5,"Face",0.73269530380592,"Celebrity","Gaze at Viewer"
46776,5,"Elsewhere",0.027821054974405,"Celebrity","Gaze at Viewer"
47037,2,"Product",0.298598415600244,"Non Celebrity","Gaze at Product"
47037,2,"Face",0.447288238878732,"Non Celebrity","Gaze at Product"
47037,2,"Elsewhere",0.254113345521024,"Non Celebrity","Gaze at Product"
47037,3,"Product",0.323577235772358,"Celebrity","Gaze at Viewer"
47037,3,"Face",0.344308943089431,"Celebrity","Gaze at Viewer"
47037,3,"Elsewhere",0.332113821138211,"Celebrity","Gaze at Viewer"
47037,4,"Product",0.290728342462974,"Celebrity","Gaze at Product"
47037,4,"Face",0.47555285047677,"Celebrity","Gaze at Product"
47037,4,"Elsewhere",0.233718807060256,"Celebrity","Gaze at Product"
47037,5,"Product",0.425153374233128,"Non Celebrity","Gaze at Viewer"
47037,5,"Face",0.364826175869121,"Non Celebrity","Gaze at Viewer"
47037,5,"Elsewhere",0.210020449897751,"Non Celebrity","Gaze at Viewer"
47037,6,"Product",0.392292089249493,"Non Celebrity","Gaze at Viewer"
47037,6,"Face",0.458823529411765,"Non Celebrity","Gaze at Viewer"
47037,6,"Elsewhere",0.148884381338742,"Non Celebrity","Gaze at Viewer"
47037,7,"Product",0.234853090172239,"Non Celebrity","Gaze at Viewer"
47037,7,"Face",0.344478216818642,"Non Celebrity","Gaze at Viewer"
47037,7,"Elsewhere",0.420668693009119,"Non Celebrity","Gaze at Viewer"
47037,8,"Product",0.346938775510205,"Non Celebrity","Gaze at Product"
47037,8,"Face",0.36734693877551,"Non Celebrity","Gaze at Product"
47037,8,"Elsewhere",0.285714285714286,"Non Celebrity","Gaze at Product"
47037,9,"Product",0.463592233009709,"Celebrity","Gaze at Product"
47037,9,"Face",0.241100323624595,"Celebrity","Gaze at Product"
47037,9,"Elsewhere",0.295307443365696,"Celebrity","Gaze at Product"
47037,10,"Product",0.657079197893458,"Celebrity","Gaze at Product"
47037,10,"Face",0.2821551549524,"Celebrity","Gaze at Product"
47037,10,"Elsewhere",0.0607656471541422,"Celebrity","Gaze at Product"
47037,12,"Product",0.852947133886976,"Celebrity","Gaze at Viewer"
47037,12,"Face",0.101276078590237,"Celebrity","Gaze at Viewer"
47037,12,"Elsewhere",0.0457767875227871,"Celebrity","Gaze at Viewer"
47037,14,"Product",0.468547077922077,"Non Celebrity","Gaze at Product"
47037,14,"Face",0.345170454545455,"Non Celebrity","Gaze at Product"
47037,14,"Elsewhere",0.186282467532468,"Non Celebrity","Gaze at Product"
47037,15,"Product",0.650315489517606,"Celebrity","Gaze at Viewer"
47037,15,"Face",0.247710156727051,"Celebrity","Gaze at Viewer"
47037,15,"Elsewhere",0.101974353755343,"Celebrity","Gaze at Viewer"
47082,1,"Product",0.601026694045174,"Celebrity","Gaze at Viewer"
47082,1,"Face",0.337371663244353,"Celebrity","Gaze at Viewer"
47082,1,"Elsewhere",0.061601642710473,"Celebrity","Gaze at Viewer"
47082,2,"Product",0.563309061488673,"Celebrity","Gaze at Viewer"
47082,2,"Face",0.397855987055016,"Celebrity","Gaze at Viewer"
47082,2,"Elsewhere",0.038834951456311,"Celebrity","Gaze at Viewer"
47082,3,"Product",0.626984126984127,"Non Celebrity","Gaze at Product"
47082,3,"Face",0.225970017636684,"Non Celebrity","Gaze at Product"
47082,3,"Elsewhere",0.147045855379189,"Non Celebrity","Gaze at Product"
47082,4,"Product",0.213730841906362,"Celebrity","Gaze at Product"
47082,4,"Face",0.357127860592064,"Celebrity","Gaze at Product"
47082,4,"Elsewhere",0.429141297501574,"Celebrity","Gaze at Product"
47082,6,"Product",0.697512647554806,"Non Celebrity","Gaze at Product"
47082,6,"Face",0.263912310286678,"Non Celebrity","Gaze at Product"
47082,6,"Elsewhere",0.038575042158516,"Non Celebrity","Gaze at Product"
47082,7,"Product",0.504056795131846,"Non Celebrity","Gaze at Viewer"
47082,7,"Face",0.308113590263692,"Non Celebrity","Gaze at Viewer"
47082,7,"Elsewhere",0.187829614604462,"Non Celebrity","Gaze at Viewer"
47082,8,"Product",0.347491909385113,"Non Celebrity","Gaze at Product"
47082,8,"Face",0.617111650485437,"Non Celebrity","Gaze at Product"
47082,8,"Elsewhere",0.03539644012945,"Non Celebrity","Gaze at Product"
47082,10,"Product",0.520208604954368,"Celebrity","Gaze at Product"
47082,10,"Face",0.441764450239026,"Celebrity","Gaze at Product"
47082,10,"Elsewhere",0.0380269448066059,"Celebrity","Gaze at Product"
47082,12,"Product",0.361734253666954,"Non Celebrity","Gaze at Viewer"
47082,12,"Face",0.628265746333046,"Non Celebrity","Gaze at Viewer"
47082,12,"Elsewhere",0.01,"Non Celebrity","Gaze at Viewer"
47147,1,"Product",0.480282897556794,"Non Celebrity","Gaze at Product"
47147,1,"Face",0.333904843549078,"Non Celebrity","Gaze at Product"
47147,1,"Elsewhere",0.185812258894128,"Non Celebrity","Gaze at Product"
47147,2,"Product",0.530595482546201,"Non Celebrity","Gaze at Product"
47147,2,"Face",0.42299794661191,"Non Celebrity","Gaze at Product"
47147,2,"Elsewhere",0.0464065708418891,"Non Celebrity","Gaze at Product"
47147,3,"Product",0.449281231018425,"Celebrity","Gaze at Viewer"
47147,3,"Face",0.540718768981575,"Celebrity","Gaze at Viewer"
47147,3,"Elsewhere",0.01,"Celebrity","Gaze at Viewer"
47147,4,"Product",0.53551459929592,"Celebrity","Gaze at Product"
47147,4,"Face",0.284945123213916,"Celebrity","Gaze at Product"
47147,4,"Elsewhere",0.179540277490164,"Celebrity","Gaze at Product"
47147,5,"Product",0.532756489493202,"Celebrity","Gaze at Product"
47147,5,"Face",0.360733415739596,"Celebrity","Gaze at Product"
47147,5,"Elsewhere",0.106510094767202,"Celebrity","Gaze at Product"
47147,6,"Product",0.356622114216282,"Non Celebrity","Gaze at Product"
47147,6,"Face",0.386796273795059,"Non Celebrity","Gaze at Product"
47147,6,"Elsewhere",0.256581611988659,"Non Celebrity","Gaze at Product"
47147,7,"Product",0.269973023448848,"Celebrity","Gaze at Viewer"
47147,7,"Face",0.399460468976966,"Celebrity","Gaze at Viewer"
47147,7,"Elsewhere",0.330566507574186,"Celebrity","Gaze at Viewer"
47147,8,"Product",0.22165889271953,"Non Celebrity","Gaze at Viewer"
47147,8,"Face",0.451835327519772,"Non Celebrity","Gaze at Viewer"
47147,8,"Elsewhere",0.326505779760698,"Non Celebrity","Gaze at Viewer"
47147,9,"Product",0.142726858185135,"Non Celebrity","Gaze at Viewer"
47147,9,"Face",0.431372549019607,"Non Celebrity","Gaze at Viewer"
47147,9,"Elsewhere",0.425900592795258,"Non Celebrity","Gaze at Viewer"
47147,11,"Product",0.640840717082217,"Non Celebrity","Gaze at Viewer"
47147,11,"Face",0.17514939212858,"Non Celebrity","Gaze at Viewer"
47147,11,"Elsewhere",0.184009890789203,"Non Celebrity","Gaze at Viewer"
47147,12,"Product",0.139911039223615,"Celebrity","Gaze at Product"
47147,12,"Face",0.3420946219167,"Celebrity","Gaze at Product"
47147,12,"Elsewhere",0.517994338859685,"Celebrity","Gaze at Product"
47147,13,"Product",0.376755546509261,"Celebrity","Gaze at Viewer"
47147,13,"Face",0.340932220639121,"Celebrity","Gaze at Viewer"
47147,13,"Elsewhere",0.282312232851618,"Celebrity","Gaze at Viewer"
47816,1,"Product",0.437986171132239,"Non Celebrity","Gaze at Product"
47816,1,"Face",0.383535004321521,"Non Celebrity","Gaze at Product"
47816,1,"Elsewhere",0.17847882454624,"Non Celebrity","Gaze at Product"
47816,4,"Product",0.736453721273456,"Non Celebrity","Gaze at Viewer"
47816,4,"Face",0.217794644739616,"Non Celebrity","Gaze at Viewer"
47816,4,"Elsewhere",0.0457516339869281,"Non Celebrity","Gaze at Viewer"
47816,5,"Product",0.808403908794788,"Celebrity","Gaze at Viewer"
47816,5,"Face",0.181596091205212,"Celebrity","Gaze at Viewer"
47816,5,"Elsewhere",0.01,"Celebrity","Gaze at Viewer"
47816,6,"Product",0.89359168241966,"Celebrity","Gaze at Viewer"
47816,6,"Face",0.0964083175803403,"Celebrity","Gaze at Viewer"
47816,6,"Elsewhere",0.01,"Celebrity","Gaze at Viewer"
47816,7,"Product",0.740873602025744,"Non Celebrity","Gaze at Product"
47816,7,"Face",0.162059506224942,"Non Celebrity","Gaze at Product"
47816,7,"Elsewhere",0.0970668917493142,"Non Celebrity","Gaze at Product"
47816,8,"Product",0.424616695059626,"Non Celebrity","Gaze at Viewer"
47816,8,"Face",0.492120954003407,"Non Celebrity","Gaze at Viewer"
47816,8,"Elsewhere",0.0832623509369676,"Non Celebrity","Gaze at Viewer"
47816,9,"Product",0.459053038000406,"Celebrity","Gaze at Product"
47816,9,"Face",0.362934362934363,"Celebrity","Gaze at Product"
47816,9,"Elsewhere",0.178012599065231,"Celebrity","Gaze at Product"
47816,10,"Product",0.708769749315357,"Non Celebrity","Gaze at Product"
47816,10,"Face",0.281230250684643,"Non Celebrity","Gaze at Product"
47816,10,"Elsewhere",0.01,"Non Celebrity","Gaze at Product"
47816,12,"Product",0.547384548041147,"Non Celebrity","Gaze at Viewer"
47816,12,"Face",0.302910921427008,"Non Celebrity","Gaze at Viewer"
47816,12,"Elsewhere",0.149704530531845,"Non Celebrity","Gaze at Viewer"
47816,13,"Product",0.779663206947681,"Celebrity","Gaze at Product"
47816,13,"Face",0.210336793052319,"Celebrity","Gaze at Product"
47816,13,"Elsewhere",0.01,"Celebrity","Gaze at Product"
47816,14,"Product",0.648109680099709,"Celebrity","Gaze at Product"
47816,14,"Face",0.292895720814292,"Celebrity","Gaze at Product"
47816,14,"Elsewhere",0.0589945990859992,"Celebrity","Gaze at Product"
47816,15,"Product",0.845369406867846,"Celebrity","Gaze at Viewer"
47816,15,"Face",0.130280957336108,"Celebrity","Gaze at Viewer"
47816,15,"Elsewhere",0.024349635796046,"Celebrity","Gaze at Viewer"
48059,2,"Product",0.512478108581436,"Non Celebrity","Gaze at Product"
48059,2,"Face",0.334063047285464,"Non Celebrity","Gaze at Product"
48059,2,"Elsewhere",0.1534588441331,"Non Celebrity","Gaze at Product"
48059,3,"Product",0.760975609756097,"Celebrity","Gaze at Viewer"
48059,3,"Face",0.178048780487805,"Celebrity","Gaze at Viewer"
48059,3,"Elsewhere",0.0609756097560976,"Celebrity","Gaze at Viewer"
48059,5,"Product",0.619543973941368,"Celebrity","Gaze at Viewer"
48059,5,"Face",0.240825190010858,"Celebrity","Gaze at Viewer"
48059,5,"Elsewhere",0.139630836047774,"Celebrity","Gaze at Viewer"
48059,6,"Product",0.663295454545455,"Non Celebrity","Gaze at Viewer"
48059,6,"Face",0.326704545454545,"Non Celebrity","Gaze at Viewer"
48059,6,"Elsewhere",0.01,"Non Celebrity","Gaze at Viewer"
48059,7,"Product",0.896586753352296,"Non Celebrity","Gaze at Product"
48059,7,"Face",0.0542462413652987,"Non Celebrity","Gaze at Product"
48059,7,"Elsewhere",0.0491670052824055,"Non Celebrity","Gaze at Product"
48059,9,"Product",0.48060568346816,"Celebrity","Gaze at Product"
48059,9,"Face",0.25948973242066,"Celebrity","Gaze at Product"
48059,9,"Elsewhere",0.25990458411118,"Celebrity","Gaze at Product"
48059,10,"Product",0.58421052631579,"Celebrity","Gaze at Product"
48059,10,"Face",0.291533180778032,"Celebrity","Gaze at Product"
48059,10,"Elsewhere",0.124256292906178,"Celebrity","Gaze at Product"
48059,12,"Product",0.653227491121788,"Non Celebrity","Gaze at Viewer"
48059,12,"Face",0.2368915813662,"Non Celebrity","Gaze at Viewer"
48059,12,"Elsewhere",0.109880927512012,"Non Celebrity","Gaze at Viewer"
48059,13,"Product",0.35896889646357,"Celebrity","Gaze at Viewer"
48059,13,"Face",0.635705155517682,"Celebrity","Gaze at Viewer"
48059,13,"Elsewhere",0.00532594801874801,"Celebrity","Gaze at Viewer"
48061,4,"Product",0.431643002028398,"Celebrity","Gaze at Viewer"
48061,4,"Face",0.558356997971602,"Celebrity","Gaze at Viewer"
48061,4,"Elsewhere",0.01,"Celebrity","Gaze at Viewer"
48061,5,"Product",0.460372017792155,"Non Celebrity","Gaze at Viewer"
48061,5,"Face",0.367569753336029,"Non Celebrity","Gaze at Viewer"
48061,5,"Elsewhere",0.172058228871816,"Non Celebrity","Gaze at Viewer"
48061,6,"Product",0.263114754098361,"Non Celebrity","Gaze at Viewer"
48061,6,"Face",0.647950819672131,"Non Celebrity","Gaze at Viewer"
48061,6,"Elsewhere",0.0889344262295082,"Non Celebrity","Gaze at Viewer"
48061,7,"Product",0.461085145295672,"Non Celebrity","Gaze at Product"
48061,7,"Face",0.40337329811014,"Non Celebrity","Gaze at Product"
48061,7,"Elsewhere",0.135541556594188,"Non Celebrity","Gaze at Product"
48061,8,"Product",0.537153269892691,"Celebrity","Gaze at Product"
48061,8,"Face",0.33103867179591,"Celebrity","Gaze at Product"
48061,8,"Elsewhere",0.131808058311399,"Celebrity","Gaze at Product"
48061,9,"Product",0.659333618111918,"Celebrity","Gaze at Viewer"
48061,9,"Face",0.192652712516019,"Celebrity","Gaze at Viewer"
48061,9,"Elsewhere",0.148013669372063,"Celebrity","Gaze at Viewer"
48061,10,"Product",0.316259808195292,"Celebrity","Gaze at Viewer"
48061,10,"Face",0.491063644289451,"Celebrity","Gaze at Viewer"
48061,10,"Elsewhere",0.192676547515257,"Celebrity","Gaze at Viewer"
48061,11,"Product",0.336495761001211,"Celebrity","Gaze at Product"
48061,11,"Face",0.252523213564796,"Celebrity","Gaze at Product"
48061,11,"Elsewhere",0.410981025433993,"Celebrity","Gaze at Product"
48061,12,"Product",0.463293426699797,"Non Celebrity","Gaze at Product"
48061,12,"Face",0.388073187259995,"Non Celebrity","Gaze at Product"
48061,12,"Elsewhere",0.148633386040208,"Non Celebrity","Gaze at Product"
48061,13,"Product",0.285141409877585,"Non Celebrity","Gaze at Viewer"
48061,13,"Face",0.461165048543689,"Non Celebrity","Gaze at Viewer"
48061,13,"Elsewhere",0.253693541578726,"Non Celebrity","Gaze at Viewer"
48061,14,"Product",0.674979724249798,"Celebrity","Gaze at Product"
48061,14,"Face",0.311435523114355,"Celebrity","Gaze at Product"
48061,14,"Elsewhere",0.0135847526358475,"Celebrity","Gaze at Product"
48061,15,"Product",0.463232150491663,"Non Celebrity","Gaze at Product"
48061,15,"Face",0.358486532706285,"Non Celebrity","Gaze at Product"
48061,15,"Elsewhere",0.178281316802052,"Non Celebrity","Gaze at Product"
48556,2,"Product",0.420157346374654,"Non Celebrity","Gaze at Viewer"
48556,2,"Face",0.496491601105677,"Non Celebrity","Gaze at Viewer"
48556,2,"Elsewhere",0.083351052519669,"Non Celebrity","Gaze at Viewer"
48556,4,"Product",0.687377370830608,"Celebrity","Gaze at Viewer"
48556,4,"Face",0.223675604970569,"Celebrity","Gaze at Viewer"
48556,4,"Elsewhere",0.0889470241988228,"Celebrity","Gaze at Viewer"
48556,5,"Product",0.394577685088634,"Non Celebrity","Gaze at Product"
48556,5,"Face",0.351616266944734,"Non Celebrity","Gaze at Product"
48556,5,"Elsewhere",0.253806047966632,"Non Celebrity","Gaze at Product"
48556,7,"Product",0.505553712152634,"Non Celebrity","Gaze at Product"
48556,7,"Face",0.01,"Non Celebrity","Gaze at Product"
48556,7,"Elsewhere",0.484446287847366,"Non Celebrity","Gaze at Product"
48556,8,"Product",0.269277351635042,"Celebrity","Gaze at Viewer"
48556,8,"Face",0.720722648364958,"Celebrity","Gaze at Viewer"
48556,8,"Elsewhere",0.01,"Celebrity","Gaze at Viewer"
48556,10,"Product",0.485823582358235,"Celebrity","Gaze at Product"
48556,10,"Face",0.157515751575158,"Celebrity","Gaze at Product"
48556,10,"Elsewhere",0.356660666066607,"Celebrity","Gaze at Product"
48556,15,"Product",0.333406113537118,"Non Celebrity","Gaze at Viewer"
48556,15,"Face",0.656593886462882,"Non Celebrity","Gaze at Viewer"
48556,15,"Elsewhere",0.01,"Non Celebrity","Gaze at Viewer"
48599,1,"Product",0.280995280995281,"Non Celebrity","Gaze at Viewer"
48599,1,"Face",0.631274131274131,"Non Celebrity","Gaze at Viewer"
48599,1,"Elsewhere",0.0877305877305878,"Non Celebrity","Gaze at Viewer"
48599,2,"Product",0.663248221012976,"Celebrity","Gaze at Viewer"
48599,2,"Face",0.287986605274173,"Celebrity","Gaze at Viewer"
48599,2,"Elsewhere",0.048765173712851,"Celebrity","Gaze at Viewer"
48599,4,"Product",0.619922212618842,"Celebrity","Gaze at Product"
48599,4,"Face",0.329732065687122,"Celebrity","Gaze at Product"
48599,4,"Elsewhere",0.0503457216940363,"Celebrity","Gaze at Product"
48599,6,"Product",0.591908713692946,"Celebrity","Gaze at Product"
48599,6,"Face",0.321576763485477,"Celebrity","Gaze at Product"
48599,6,"Elsewhere",0.086514522821577,"Celebrity","Gaze at Product"
48599,7,"Product",0.241901556583929,"Non Celebrity","Gaze at Product"
48599,7,"Face",0.538914598233067,"Non Celebrity","Gaze at Product"
48599,7,"Elsewhere",0.219183845183004,"Non Celebrity","Gaze at Product"
48599,8,"Product",0.593088071348941,"Non Celebrity","Gaze at Product"
48599,8,"Face",0.183946488294314,"Non Celebrity","Gaze at Product"
48599,8,"Elsewhere",0.222965440356745,"Non Celebrity","Gaze at Product"
48599,9,"Product",0.414261094355881,"Celebrity","Gaze at Product"
48599,9,"Face",0.522834984920293,"Celebrity","Gaze at Product"
48599,9,"Elsewhere",0.062903920723826,"Celebrity","Gaze at Product"
48599,10,"Product",0.676247771836007,"Non Celebrity","Gaze at Viewer"
48599,10,"Face",0.167557932263815,"Non Celebrity","Gaze at Viewer"
48599,10,"Elsewhere",0.156194295900178,"Non Celebrity","Gaze at Viewer"
48599,11,"Product",0.517702842913468,"Celebrity","Gaze at Viewer"
48599,11,"Face",0.472297157086532,"Celebrity","Gaze at Viewer"
48599,11,"Elsewhere",0.01,"Celebrity","Gaze at Viewer"
48599,12,"Product",0.303892842193386,"Non Celebrity","Gaze at Product"
48599,12,"Face",0.528673084972792,"Non Celebrity","Gaze at Product"
48599,12,"Elsewhere",0.167434072833822,"Non Celebrity","Gaze at Product"
48599,14,"Product",0.551122194513716,"Non Celebrity","Gaze at Viewer"
48599,14,"Face",0.393391521197007,"Non Celebrity","Gaze at Viewer"
48599,14,"Elsewhere",0.055486284289277,"Non Celebrity","Gaze at Viewer"
48599,15,"Product",0.5951230228471,"Celebrity","Gaze at Viewer"
48599,15,"Face",0.344463971880492,"Celebrity","Gaze at Viewer"
48599,15,"Elsewhere",0.060413005272408,"Celebrity","Gaze at Viewer"
48623,1,"Product",0.583995113011607,"Celebrity","Gaze at Product"
48623,1,"Face",0.322541233964569,"Celebrity","Gaze at Product"
48623,1,"Elsewhere",0.0934636530238244,"Celebrity","Gaze at Product"
48623,3,"Product",0.588436744560838,"Non Celebrity","Gaze at Viewer"
48623,3,"Face",0.203263497179694,"Non Celebrity","Gaze at Viewer"
48623,3,"Elsewhere",0.208299758259468,"Non Celebrity","Gaze at Viewer"
48623,4,"Product",0.860574860574861,"Non Celebrity","Gaze at Viewer"
48623,4,"Face",0.0894465894465895,"Non Celebrity","Gaze at Viewer"
48623,4,"Elsewhere",0.04997854997855,"Non Celebrity","Gaze at Viewer"
48623,5,"Product",0.266507384882711,"Non Celebrity","Gaze at Viewer"
48623,5,"Face",0.693744569939183,"Non Celebrity","Gaze at Viewer"
48623,5,"Elsewhere",0.039748045178106,"Non Celebrity","Gaze at Viewer"
48623,6,"Product",0.508345063342047,"Non Celebrity","Gaze at Product"
48623,6,"Face",0.157651317112407,"Non Celebrity","Gaze at Product"
48623,6,"Elsewhere",0.334003619545546,"Non Celebrity","Gaze at Product"
48623,7,"Product",0.227814837275117,"Non Celebrity","Gaze at Product"
48623,7,"Face",0.289872650090964,"Non Celebrity","Gaze at Product"
48623,7,"Elsewhere",0.482312512633919,"Non Celebrity","Gaze at Product"
48623,8,"Product",0.780794165316045,"Non Celebrity","Gaze at Product"
48623,8,"Face",0.05064829821718,"Non Celebrity","Gaze at Product"
48623,8,"Elsewhere",0.168557536466775,"Non Celebrity","Gaze at Product"
48623,9,"Product",0.487308622078969,"Celebrity","Gaze at Viewer"
48623,9,"Face",0.506043513295729,"Celebrity","Gaze at Viewer"
48623,9,"Elsewhere",0.00664786462530218,"Celebrity","Gaze at Viewer"
48623,10,"Product",0.400698295337852,"Celebrity","Gaze at Product"
48623,10,"Face",0.459026494146642,"Celebrity","Gaze at Product"
48623,10,"Elsewhere",0.140275210515506,"Celebrity","Gaze at Product"
48623,12,"Product",0.662677945120693,"Celebrity","Gaze at Viewer"
48623,12,"Face",0.263255622034248,"Celebrity","Gaze at Viewer"
48623,12,"Elsewhere",0.074066432845059,"Celebrity","Gaze at Viewer"
48623,13,"Product",0.624545821558337,"Celebrity","Gaze at Viewer"
48623,13,"Face",0.316511909568026,"Celebrity","Gaze at Viewer"
48623,13,"Elsewhere",0.0589422688736375,"Celebrity","Gaze at Viewer"
48623,14,"Product",0.0378869885256549,"Celebrity","Gaze at Product"
48623,14,"Face",0.916865122320849,"Celebrity","Gaze at Product"
48623,14,"Elsewhere",0.0452478891534964,"Celebrity","Gaze at Product"
48666,4,"Product",0.722477566207048,"Celebrity","Gaze at Product"
48666,4,"Face",0.182534471437951,"Celebrity","Gaze at Product"
48666,4,"Elsewhere",0.0949879623550011,"Celebrity","Gaze at Product"
48666,5,"Product",0.777848775292865,"Non Celebrity","Gaze at Product"
48666,5,"Face",0.165282215122471,"Non Celebrity","Gaze at Product"
48666,5,"Elsewhere",0.0568690095846645,"Non Celebrity","Gaze at Product"
48666,6,"Product",0.264805414551607,"Celebrity","Gaze at Viewer"
48666,6,"Face",0.725194585448393,"Celebrity","Gaze at Viewer"
48666,6,"Elsewhere",0.01,"Celebrity","Gaze at Viewer"
48666,7,"Product",0.192365109831521,"Non Celebrity","Gaze at Viewer"
48666,7,"Face",0.64214118148859,"Non Celebrity","Gaze at Viewer"
48666,7,"Elsewhere",0.165493708679889,"Non Celebrity","Gaze at Viewer"
48666,8,"Product",0.473111395646607,"Non Celebrity","Gaze at Product"
48666,8,"Face",0.158557405036278,"Non Celebrity","Gaze at Product"
48666,8,"Elsewhere",0.368331199317115,"Non Celebrity","Gaze at Product"
48666,10,"Product",0.478867374557569,"Celebrity","Gaze at Product"
48666,10,"Face",0.283156360607953,"Celebrity","Gaze at Product"
48666,10,"Elsewhere",0.237976264834478,"Celebrity","Gaze at Product"
48666,12,"Product",0.238491178259988,"Non Celebrity","Gaze at Viewer"
48666,12,"Face",0.458324883390793,"Non Celebrity","Gaze at Viewer"
48666,12,"Elsewhere",0.303183938349219,"Non Celebrity","Gaze at Viewer"
48666,13,"Product",0.207516716624395,"Non Celebrity","Gaze at Viewer"
48666,13,"Face",0.494120359695642,"Non Celebrity","Gaze at Viewer"
48666,13,"Elsewhere",0.298362923679963,"Non Celebrity","Gaze at Viewer"
48666,14,"Product",0.193971468016567,"Celebrity","Gaze at Viewer"
48666,14,"Face",0.583294983893235,"Celebrity","Gaze at Viewer"
48666,14,"Elsewhere",0.222733548090198,"Celebrity","Gaze at Viewer"
48666,15,"Product",0.514650481372959,"Celebrity","Gaze at Product"
48666,15,"Face",0.364796986186689,"Celebrity","Gaze at Product"
48666,15,"Elsewhere",0.120552532440352,"Celebrity","Gaze at Product"
49236,1,"Product",0.56280487804878,"Celebrity","Gaze at Product"
49236,1,"Face",0.294918699186992,"Celebrity","Gaze at Product"
49236,1,"Elsewhere",0.142276422764228,"Celebrity","Gaze at Product"
49236,2,"Product",0.480451430874647,"Non Celebrity","Gaze at Product"
49236,2,"Face",0.472591696896413,"Non Celebrity","Gaze at Product"
49236,2,"Elsewhere",0.04695687222894,"Non Celebrity","Gaze at Product"
49236,4,"Product",0.617730210016155,"Celebrity","Gaze at Product"
49236,4,"Face",0.333400646203554,"Celebrity","Gaze at Product"
49236,4,"Elsewhere",0.048869143780291,"Celebrity","Gaze at Product"
49236,6,"Product",0.513617278966492,"Non Celebrity","Gaze at Viewer"
49236,6,"Face",0.476382721033508,"Non Celebrity","Gaze at Viewer"
49236,6,"Elsewhere",0.01,"Non Celebrity","Gaze at Viewer"
