"subject","trial","fix_type","fix_time","Celebrity_Manipulation","Gaze_Manipulation"
45194,3,"Elsewhere",0.168208924532182,"Celebrity","Gaze at Product"
45194,4,"Product",0.261209813874788,"Non Celebrity","Gaze at Product"
45194,4,"Face",0.707275803722504,"Non Celebrity","Gaze at Product"
45194,4,"Elsewhere",0.0315143824027081,"Non Celebrity","Gaze at Product"
45194,7,"Product",0.104500216356556,"Celebrity","Gaze at Viewer"
45194,7,"Face",0.873647771527477,"Celebrity","Gaze at Viewer"
45194,7,"Elsewhere",0.0218520121159671,"Celebrity","Gaze at Viewer"
45194,8,"Product",0.0921601334445371,"Non Celebrity","Gaze at Product"
45194,8,"Face",0.718098415346122,"Non Celebrity","Gaze at Product"
45194,8,"Elsewhere",0.189741451209341,"Non Celebrity","Gaze at Product"
45194,9,"Product",0.01,"Celebrity","Gaze at Product"
45194,9,"Face",0.83816861059955,"Celebrity","Gaze at Product"
45194,9,"Elsewhere",0.15183138940045,"Celebrity","Gaze at Product"
45194,10,"Product",0.01,"Celebrity","Gaze at Viewer"
45194,10,"Face",0.930260832982751,"Celebrity","Gaze at Viewer"
45194,10,"Elsewhere",0.0597391670172486,"Celebrity","Gaze at Viewer"
45194,12,"Product",0.0541999568127834,"Celebrity","Gaze at Viewer"
45194,12,"Face",0.922478946231915,"Celebrity","Gaze at Viewer"
45194,12,"Elsewhere",0.0233210969553016,"Celebrity","Gaze at Viewer"
45194,13,"Product",0.48018648018648,"Non Celebrity","Gaze at Viewer"
45194,13,"Face",0.450731087094723,"Non Celebrity","Gaze at Viewer"
45194,13,"Elsewhere",0.069082432718797,"Non Celebrity","Gaze at Viewer"
45194,14,"Product",0.01,"Non Celebrity","Gaze at Viewer"
45194,14,"Face",0.704285714285714,"Non Celebrity","Gaze at Viewer"
45194,14,"Elsewhere",0.285714285714286,"Non Celebrity","Gaze at Viewer"
45194,15,"Product",0.124031007751938,"Non Celebrity","Gaze at Product"
45194,15,"Face",0.697464906767232,"Non Celebrity","Gaze at Product"
45194,15,"Elsewhere",0.17850408548083,"Non Celebrity","Gaze at Product"
45489,1,"Product",0.536897274633124,"Non Celebrity","Gaze at Viewer"
45489,1,"Face",0.253459119496855,"Non Celebrity","Gaze at Viewer"
45489,1,"Elsewhere",0.209643605870021,"Non Celebrity","Gaze at Viewer"
45489,2,"Product",0.451860841423948,"Non Celebrity","Gaze at Product"
45489,2,"Face",0.335760517799353,"Non Celebrity","Gaze at Product"
45489,2,"Elsewhere",0.212378640776699,"Non Celebrity","Gaze at Product"
45489,3,"Product",0.262073272273106,"Celebrity","Gaze at Product"
45489,3,"Face",0.484388009991673,"Celebrity","Gaze at Product"
45489,3,"Elsewhere",0.253538717735221,"Celebrity","Gaze at Product"
45489,4,"Product",0.172100701609575,"Non Celebrity","Gaze at Viewer"
45489,4,"Face",0.784977300866694,"Non Celebrity","Gaze at Viewer"
45489,4,"Elsewhere",0.0429219975237309,"Non Celebrity","Gaze at Viewer"
45489,6,"Product",0.661388550548112,"Celebrity","Gaze at Viewer"
45489,6,"Face",0.162403572878603,"Celebrity","Gaze at Viewer"
45489,6,"Elsewhere",0.176207876573285,"Celebrity","Gaze at Viewer"
45489,7,"Product",0.679092382495948,"Non Celebrity","Gaze at Product"
45489,7,"Face",0.273500810372771,"Non Celebrity","Gaze at Product"
45489,7,"Elsewhere",0.047406807131281,"Non Celebrity","Gaze at Product"
45489,9,"Product",0.438005685545593,"Celebrity","Gaze at Product"
45489,9,"Face",0.438005685545594,"Celebrity","Gaze at Product"
45489,9,"Elsewhere",0.123988628908813,"Celebrity","Gaze at Product"
45489,10,"Product",0.183656957928803,"Celebrity","Gaze at Viewer"
45489,10,"Face",0.806343042071197,"Celebrity","Gaze at Viewer"
45489,10,"Elsewhere",0.01,"Celebrity","Gaze at Viewer"
45489,11,"Product",0.474690419291766,"Celebrity","Gaze at Product"
45489,11,"Face",0.515309580708234,"Celebrity","Gaze at Product"
45489,11,"Elsewhere",0.01,"Celebrity","Gaze at Product"
45489,12,"Product",0.193786660873343,"Non Celebrity","Gaze at Viewer"
45489,12,"Face",0.67738431457745,"Non Celebrity","Gaze at Viewer"
45489,12,"Elsewhere",0.128829024549207,"Non Celebrity","Gaze at Viewer"
45489,14,"Product",0.57145816072908,"Celebrity","Gaze at Viewer"
45489,14,"Face",0.373032311516156,"Celebrity","Gaze at Viewer"
45489,14,"Elsewhere",0.055509527754764,"Celebrity","Gaze at Viewer"
45489,15,"Product",0.377020532983835,"Non Celebrity","Gaze at Product"
45489,15,"Face",0.346221057230232,"Non Celebrity","Gaze at Product"
45489,15,"Elsewhere",0.276758409785933,"Non Celebrity","Gaze at Product"
45766,1,"Product",0.708502847843776,"Celebrity","Gaze at Product"
45766,1,"Face",0.194873881204231,"Celebrity","Gaze at Product"
45766,1,"Elsewhere",0.0966232709519935,"Celebrity","Gaze at Product"
45766,2,"Product",0.777395048439182,"Non Celebrity","Gaze at Product"
45766,2,"Face",0.211840688912809,"Non Celebrity","Gaze at Product"
45766,2,"Elsewhere",0.010764262648009,"Non Celebrity","Gaze at Product"
45766,3,"Product",0.56927510529816,"Celebrity","Gaze at Viewer"
45766,3,"Face",0.271558412768787,"Celebrity","Gaze at Viewer"
45766,3,"Elsewhere",0.159166481933053,"Celebrity","Gaze at Viewer"
45766,4,"Product",0.658828299209406,"Celebrity","Gaze at Product"
45766,4,"Face",0.293938779647273,"Celebrity","Gaze at Product"
45766,4,"Elsewhere",0.0472329211433211,"Celebrity","Gaze at Product"
45766,5,"Product",0.588619599578504,"Non Celebrity","Gaze at Product"
45766,5,"Face",0.231822971548999,"Non Celebrity","Gaze at Product"
45766,5,"Elsewhere",0.179557428872497,"Non Celebrity","Gaze at Product"
45766,8,"Product",0.606784723703862,"Celebrity","Gaze at Product"
45766,8,"Face",0.320247493065927,"Celebrity","Gaze at Product"
45766,8,"Elsewhere",0.0729677832302112,"Celebrity","Gaze at Product"
45766,9,"Product",0.451031970861999,"Celebrity","Gaze at Viewer"
45766,9,"Face",0.510117361392149,"Celebrity","Gaze at Viewer"
45766,9,"Elsewhere",0.038850667745852,"Celebrity","Gaze at Viewer"
45766,10,"Product",0.402165032679739,"Non Celebrity","Gaze at Viewer"
45766,10,"Face",0.412377450980392,"Non Celebrity","Gaze at Viewer"
45766,10,"Elsewhere",0.185457516339869,"Non Celebrity","Gaze at Viewer"
45766,12,"Product",0.755015197568389,"Non Celebrity","Gaze at Viewer"
45766,12,"Face",0.192502532928065,"Non Celebrity","Gaze at Viewer"
45766,12,"Elsewhere",0.0524822695035461,"Non Celebrity","Gaze at Viewer"
45766,13,"Product",0.737897508608466,"Non Celebrity","Gaze at Product"
45766,13,"Face",0.135102288839376,"Non Celebrity","Gaze at Product"
45766,13,"Elsewhere",0.127000202552158,"Non Celebrity","Gaze at Product"
45766,14,"Product",0.626874746655857,"Non Celebrity","Gaze at Viewer"
45766,14,"Face",0.292055127685448,"Non Celebrity","Gaze at Viewer"
45766,14,"Elsewhere",0.0810701256586948,"Non Celebrity","Gaze at Viewer"
45766,15,"Product",0.695970695970696,"Celebrity","Gaze at Viewer"
45766,15,"Face",0.263329263329263,"Celebrity","Gaze at Viewer"
45766,15,"Elsewhere",0.0407000407000409,"Celebrity","Gaze at Viewer"
45801,1,"Product",0.298315789473684,"Celebrity","Gaze at Viewer"
45801,1,"Face",0.391368421052632,"Celebrity","Gaze at Viewer"
45801,1,"Elsewhere",0.310315789473684,"Celebrity","Gaze at Viewer"
45801,2,"Product",0.359272875816994,"Non Celebrity","Gaze at Viewer"
45801,2,"Face",0.465277777777777,"Non Celebrity","Gaze at Viewer"
45801,2,"Elsewhere",0.175449346405229,"Non Celebrity","Gaze at Viewer"
45801,3,"Product",0.36907520539288,"Non Celebrity","Gaze at Product"
45801,3,"Face",0.435854223720244,"Non Celebrity","Gaze at Product"
45801,3,"Elsewhere",0.195070570886876,"Non Celebrity","Gaze at Product"
45801,4,"Product",0.215200162568584,"Celebrity","Gaze at Product"
45801,4,"Face",0.229018492176387,"Celebrity","Gaze at Product"
45801,4,"Elsewhere",0.555781345255029,"Celebrity","Gaze at Product"
45801,5,"Product",0.155231734466707,"Celebrity","Gaze at Viewer"
45801,5,"Face",0.834768265533293,"Celebrity","Gaze at Viewer"
45801,5,"Elsewhere",0.01,"Celebrity","Gaze at Viewer"
45801,6,"Product",0.647573422203707,"Celebrity","Gaze at Viewer"
45801,6,"Face",0.227452614038742,"Celebrity","Gaze at Viewer"
45801,6,"Elsewhere",0.124973963757551,"Celebrity","Gaze at Viewer"
45801,7,"Product",0.333470648815654,"Non Celebrity","Gaze at Product"
45801,7,"Face",0.528939237899073,"Non Celebrity","Gaze at Product"
45801,7,"Elsewhere",0.137590113285273,"Non Celebrity","Gaze at Product"
45801,8,"Product",0.1815167840862,"Non Celebrity","Gaze at Viewer"
45801,8,"Face",0.421259842519685,"Non Celebrity","Gaze at Viewer"
45801,8,"Elsewhere",0.397223373394115,"Non Celebrity","Gaze at Viewer"
45801,9,"Product",0.090871021775545,"Celebrity","Gaze at Product"
45801,9,"Face",0.623115577889447,"Celebrity","Gaze at Product"
45801,9,"Elsewhere",0.286013400335008,"Celebrity","Gaze at Product"
